tier,session,h,block,n,vol,w_eff,w_real,w_impact
rest,midday,1s,164,43461,2282765.0,50162372.34406984,-6391811.740934589,56554184.085004434
rest,midday,1s,165,38570,2134607.0,61718691.05085421,3246545.13565748,58472145.91519673
rest,midday,1s,166,38029,2054262.0,65444047.08909861,25851289.964349307,39592757.12474933
rest,midday,1s,167,56240,3464455.0,91967128.81066048,-29354263.286763456,121321392.09742394
rest,midday,1s,168,56091,2880922.0,70729725.19713855,-12198625.18068723,82928350.37782577
rest,midday,1s,169,44719,2361354.0,53703765.027250856,-10130009.638876768,63833774.66612763
rest,midday,1s,170,46194,2433967.0,54342877.047653064,-20438282.076332923,74781159.12398599
rest,midday,1s,171,45393,2323197.0,66003659.97917799,-8396751.533925958,74400411.51310395
rest,midday,1s,172,46405,2452644.0,49927764.713827446,-8787635.032371366,58715399.74619882
rest,midday,1s,173,43435,2277523.0,49295982.65636621,-16883191.449600544,66179174.10596674
rest,midday,1s,174,47275,2348966.0,57288850.60467056,1178524.0550805393,56110326.549590036
rest,midday,1s,175,45565,2360666.0,54801465.00625706,-7233060.01353425,62034525.01979131
rest,midday,1s,176,49115,2425744.0,60727452.16866844,-14820878.06076919,75548330.22943763
rest,midday,1s,177,51330,2582202.0,54163097.910684675,-3991633.018235854,58154730.92892053
rest,midday,1s,178,45045,2420258.0,79667390.8975306,7293393.843706193,72373997.05382442
rest,midday,1s,179,52823,2713901.0,77419139.253177,6871446.651559668,70547692.60161735
rest,midday,1s,180,55257,2758964.0,55512217.642015606,-7597279.818064021,63109497.460079625
rest,midday,1s,181,67274,3285215.0,61121314.99348537,-19860151.360441886,80981466.35392725
rest,midday,1s,182,56232,2725075.0,60322866.28982875,-1775960.572355354,62098826.862184115
rest,midday,1s,183,63376,3183483.0,76800086.16768293,-2934134.3383087623,79734220.5059917
rest,midday,1s,184,65145,3197003.0,72439686.58977948,-11600924.346091794,84040610.93587127
rest,midday,1s,185,74330,3804173.0,130030902.33368608,22183455.305877417,107847447.0278087
rest,midday,30s,120,51704,3719508.0,154465021.61666784,-68424910.10105138,222889931.71771917
rest,midday,30s,121,56754,4156289.0,164383145.95966625,-65245715.17760788,229628861.13727412
rest,midday,30s,122,54012,3828673.0,130090697.0480534,-88698646.92432599,218789343.97237942
rest,midday,30s,123,52899,3484660.0,163166944.25149244,13301507.361633642,149865436.8898588
rest,midday,30s,124,49616,3219401.0,127431980.78748158,-30933372.46452219,158365353.25200364
rest,midday,30s,125,57378,3678580.0,143974610.71948743,25925105.089951247,118049505.62953617
rest,midday,30s,126,51439,3283209.0,159631912.19900253,45402875.28850002,114229036.91050252
rest,midday,30s,127,50733,3208595.0,211363819.39148676,42344271.87841545,169019547.51307124
rest,midday,30s,128,50463,3390156.0,162495884.26561692,-67355907.96443413,229851792.2300511
rest,midday,30s,129,47180,3113092.0,105782218.78870142,-181421440.02189797,287203658.8105994
rest,midday,30s,130,51463,2974043.0,146422904.12851807,50435904.9517826,95986999.1767355
rest,midday,30s,131,55034,3202178.0,104078594.73806916,23925367.716947094,80153227.02112207
rest,midday,30s,132,62645,3811217.0,174779015.8812476,-59086396.079435244,233865411.9606829
rest,midday,30s,133,51965,3119168.0,87304825.38211843,-19594684.171947025,106899509.55406542
rest,midday,30s,134,49635,2909768.0,107990736.84686573,-16294100.08818133,124284836.93504705
rest,midday,30s,135,44834,2684305.0,71612047.4470337,-15464869.154387172,87076916.6014209
rest,midday,30s,136,48759,2915353.0,91913688.18722677,-14164250.781556092,106077938.96878286
rest,midday,30s,137,58014,3164027.0,92534225.12410986,1726754.812784411,90807470.31132545
rest,midday,30s,138,50130,2857978.0,83001950.89378181,-25574419.374313872,108576370.26809567
rest,midday,30s,139,47290,2777684.0,70404182.53144875,-47064892.44868978,117469074.98013856
rest,midday,30s,140,38375,2260617.0,69115538.40081425,-16367374.918585666,85482913.31939992
rest,midday,30s,141,37619,2103149.0,58980284.51724773,-31536207.11381577,90516491.63106349
rest,midday,30s,142,47829,2653745.0,79548280.03478083,12976149.145737994,66572130.88904283
rest,midday,30s,143,43818,2306486.0,134428428.38442516,53166651.12783011,81261777.25659506
rest,midday,30s,144,53704,2967080.0,112735657.28403635,8837016.68216478,103898640.60187156
rest,midday,30s,145,40471,2166848.0,60784627.626752205,2650629.960677303,58133997.666074894
rest,midday,30s,146,41091,2252801.0,65441267.30847475,-965425.707665101,66406693.016139865
rest,midday,30s,147,39382,2166933.0,68414807.25352989,3495610.1339559355,64919197.11957395
rest,midday,30s,148,42306,2183507.0,49629930.47505423,-4193102.169563316,53823032.644617535
rest,midday,30s,149,43344,2331528.0,62656207.840513945,-5549358.018401646,68205565.8589156
rest,midday,30s,150,44519,2328877.0,58146072.0671973,-34558554.28377377,92704626.35097107
rest,midday,30s,151,39674,2360792.0,64552442.25308337,-12736712.529732065,77289154.78281543
rest,midday,30s,152,42832,2255974.0,56722568.03558105,-5243520.109397013,61966088.14497807
rest,midday,30s,153,35719,1985876.0,61786715.42931821,-21799758.154179472,83586473.5834977
rest,midday,30s,154,44652,2294537.0,54807491.86721176,-4310348.615011179,59117840.48222294
rest,midday,30s,155,54152,3326702.0,67126470.05683622,-19401960.924234707,86528430.98107094
rest,midday,30s,156,50077,2777399.0,70267290.4973487,-32295715.547441404,102563006.04479012
rest,midday,30s,157,44712,2330904.0,55422681.37415925,-3351968.633581682,58774650.00774093
rest,midday,30s,158,42823,2306403.0,54133354.19047988,-18210991.996088177,72344346.18656805
rest,midday,30s,159,44350,2284918.0,54001136.558206625,-12286184.01439725,66287320.57260388
rest,midday,30s,160,36218,1929582.0,48327264.84956508,-12576713.490522595,60903978.340087675
rest,midday,30s,161,47173,2620075.0,67205897.30628061,-37852463.59527818,105058360.90155882
rest,midday,30s,162,45473,2608324.0,62421803.00048428,-7901505.458499488,70323308.45898375
rest,midday,30s,163,49167,2762316.0,58478627.09380399,-20750518.902592722,79229145.99639669
rest,midday,30s,164,43461,2282765.0,50162372.34406984,-9838488.979851427,60000861.32392125
rest,midday,30s,165,38570,2134607.0,61718691.05085421,-1838372.6732099976,63557063.724064216
rest,midday,30s,166,38029,2054262.0,65444047.08909863,26812388.318441756,38631658.770656876
rest,midday,30s,167,56240,3464455.0,91967128.81066048,-40725019.22333429,132692148.03399473
rest,midday,30s,168,56091,2880922.0,70729725.19713853,-11180679.966391848,81910405.16353038
rest,midday,30s,169,44719,2361354.0,53703765.02725086,-16138015.838034576,69841780.86528544
rest,midday,30s,170,46194,2433967.0,54342877.04765306,-24959783.002709806,79302660.05036287
rest,midday,30s,171,45393,2323197.0,66003659.979178,-14233412.74138381,80237072.72056179
rest,midday,30s,172,46405,2452644.0,49927764.713827446,-9099737.636980066,59027502.35080751
rest,midday,30s,173,43435,2277523.0,49295982.6563662,-17967647.908080287,67263630.56444648
rest,midday,30s,174,47275,2348966.0,57288850.60467057,-4665857.059950555,61954707.66462112
rest,midday,30s,175,45565,2360666.0,54801465.00625706,-431627.1416005235,55233092.1478576
rest,midday,30s,176,49115,2425744.0,60727452.16866844,-8833257.258456307,69560709.42712475
rest,midday,30s,177,51330,2582202.0,54163097.910684675,-9352527.015015876,63515624.92570055
rest,midday,30s,178,45045,2420258.0,79667390.8975306,-986868.0695137111,80654258.96704434
rest,midday,30s,179,52823,2713901.0,77419139.25317702,-884712.1821966111,78303851.43537365
rest,midday,30s,180,55257,2758964.0,55512217.642015606,-8889301.413142549,64401519.05515815
rest,midday,30s,181,67274,3285215.0,61121314.99348537,-17984071.227928154,79105386.22141354
rest,midday,30s,182,56232,2725075.0,60322866.28982875,-3881304.0739256605,64204170.36375439
rest,midday,30s,183,63376,3183483.0,76800086.16768292,-11807738.498782385,88607824.66646531
rest,midday,30s,184,65145,3197003.0,72439686.5897795,-25681488.266522076,98121174.85630155
rest,midday,30s,185,74330,3804173.0,130030902.33368608,22249991.785297386,107780910.5483887
rest,midday,5s,120,51704,3719508.0,154465021.61666784,-2994663.209294404,157459684.82596228
rest,midday,5s,121,56754,4156289.0,164383145.95966622,-43276662.002769485,207659807.96243572
rest,midday,5s,122,54012,3828673.0,130090697.04805338,-76841330.30584264,206932027.353896
rest,midday,5s,123,52899,3484660.0,163166944.25149247,36005563.73123963,127161380.52025282
rest,midday,5s,124,49616,3219401.0,127431980.7874816,-1089263.538014445,128521244.32549599
rest,midday,5s,125,57378,3678580.0,143974610.7194874,22401570.318073817,121573040.40141359
rest,midday,5s,126,51439,3283209.0,159631912.19900253,51099629.66030586,108532282.53869668
rest,midday,5s,127,50733,3208595.0,211363819.39148676,64563124.25787668,146800695.1336101
rest,midday,5s,128,50463,3390156.0,162495884.2656169,-35074079.71277365,197569963.97839054
rest,midday,5s,129,47180,3113092.0,105782218.7887014,-138871744.23222148,244653963.02092293
rest,midday,5s,130,51463,2974043.0,146422904.12851807,49964282.588605784,96458621.53991225
rest,midday,5s,131,55034,3202178.0,104078594.73806916,16210141.557308184,87868453.180761
rest,midday,5s,132,62645,3811217.0,174779015.88124764,-63707713.95897562,238486729.84022325
rest,midday,5s,133,51965,3119168.0,87304825.38211843,-9944217.542764258,97249042.9248827
rest,midday,5s,134,49635,2909768.0,107990736.84686573,-14841987.201011423,122832724.04787713
rest,midday,5s,135,44834,2684305.0,71612047.4470337,-10563834.571625425,82175882.01865913
rest,midday,5s,136,48759,2915353.0,91913688.18722677,-2144244.4377906937,94057932.62501746
rest,midday,5s,137,58014,3164027.0,92534225.12410988,12551008.171773376,79983216.95233652
rest,midday,5s,138,50130,2857978.0,83001950.89378181,-8273879.024901657,91275829.91868347
rest,midday,5s,139,47290,2777684.0,70404182.53144874,-46823432.207981125,117227614.73942989
rest,midday,5s,140,38375,2260617.0,69115538.40081424,-8810846.203547562,77926384.6043618
rest,midday,5s,141,37619,2103149.0,58980284.51724774,-28760404.564916294,87740689.08216402
rest,midday,5s,142,47829,2653745.0,79548280.03478083,2736376.5223197145,76811903.51246113
rest,midday,5s,143,43818,2306486.0,134428428.38442513,69153741.15970595,65274687.22471921
rest,midday,5s,144,53704,2967080.0,112735657.28403631,32045255.019778047,80690402.26425831
rest,midday,5s,145,40471,2166848.0,60784627.6267522,5361944.422041035,55422683.20471117
rest,midday,5s,146,41091,2252801.0,65441267.30847476,-713933.8995603584,66155201.20803512
rest,midday,5s,147,39382,2166933.0,68414807.25352989,5822800.858946069,62592006.39458382
rest,midday,5s,148,42306,2183507.0,49629930.47505423,-2456396.5531684286,52086327.02822265
rest,midday,5s,149,43344,2331528.0,62656207.840513945,-6409409.589100802,69065617.42961474
rest,midday,5s,150,44519,2328877.0,58146072.0671973,-20963881.376836333,79109953.44403362
rest,midday,5s,151,39674,2360792.0,64552442.25308336,-18464477.057352047,83016919.31043543
rest,midday,5s,152,42832,2255974.0,56722568.035581045,1824363.242328554,54898204.793252505
rest,midday,5s,153,35719,1985876.0,61786715.42931821,-22636246.669090293,84422962.09840852
rest,midday,5s,154,44652,2294537.0,54807491.86721175,980077.2314961585,53827414.63571559
rest,midday,5s,155,54152,3326702.0,67126470.05683622,-18214508.753947716,85340978.81078392
rest,midday,5s,156,50077,2777399.0,70267290.4973487,-22442994.020447895,92710284.51779658
rest,midday,5s,157,44712,2330904.0,55422681.374159254,-3176275.2732551005,58598956.64741435
rest,midday,5s,158,42823,2306403.0,54133354.19047988,-13144541.751806559,67277895.94228645
rest,midday,5s,159,44350,2284918.0,54001136.558206625,-9194561.819305666,63195698.37751229
rest,midday,5s,160,36218,1929582.0,48327264.84956509,-5802639.764097601,54129904.61366269
rest,midday,5s,161,47173,2620075.0,67205897.30628063,-29027135.95706662,96233033.26334722
rest,midday,5s,162,45473,2608324.0,62421803.00048428,-8958807.409357479,71380610.40984175
rest,midday,5s,163,49167,2762316.0,58478627.09380398,-22936085.26566345,81414712.35946743
rest,midday,5s,164,43461,2282765.0,50162372.34406984,-3299960.10988227,53462332.45395211
rest,midday,5s,165,38570,2134607.0,61718691.05085422,1617130.914397979,60101560.136456236
rest,midday,5s,166,38029,2054262.0,65444047.08909863,26051658.04220254,39392389.046896085
rest,midday,5s,167,56240,3464455.0,91967128.81066048,-27146675.127409842,119113803.93807034
rest,midday,5s,168,56091,2880922.0,70729725.19713853,-8805363.68740822,79535088.88454677
rest,midday,5s,169,44719,2361354.0,53703765.027250856,-13155705.484651001,66859470.51190186
rest,midday,5s,170,46194,2433967.0,54342877.04765306,-19934818.048261628,74277695.09591469
rest,midday,5s,171,45393,2323197.0,66003659.97917799,-10454339.79130057,76457999.77047856
rest,midday,5s,172,46405,2452644.0,49927764.71382744,-7549725.320248864,57477490.034076296
rest,midday,5s,173,43435,2277523.0,49295982.6563662,-13772348.40102226,63068331.05738846
rest,midday,5s,174,47275,2348966.0,57288850.60467057,3008455.264211299,54280395.340459265
rest,midday,5s,175,45565,2360666.0,54801465.006257065,-6048508.906864758,60849973.91312182
rest,midday,5s,176,49115,2425744.0,60727452.16866844,-10200846.96927865,70928299.1379471
rest,midday,5s,177,51330,2582202.0,54163097.91068467,-4396960.623382505,58560058.534067184
rest,midday,5s,178,45045,2420258.0,79667390.89753062,9375736.567731695,70291654.32979892
rest,midday,5s,179,52823,2713901.0,77419139.25317702,4322699.0530644255,73096440.20011257
rest,midday,5s,180,55257,2758964.0,55512217.642015606,-4231650.047928564,59743867.68994417
rest,midday,5s,181,67274,3285215.0,61121314.99348537,-17195066.243295353,78316381.23678073
rest,midday,5s,182,56232,2725075.0,60322866.289828755,1853949.5788170828,58468916.71101168
rest,midday,5s,183,63376,3183483.0,76800086.16768293,-2440092.298263386,79240178.46594632
rest,midday,5s,184,65145,3197003.0,72439686.5897795,-19209825.003435172,91649511.59321466
rest,midday,5s,185,74330,3804173.0,130030902.33368608,26275762.029258072,103755140.30442801
rest,open,1s,114,53216,6440654.0,455720371.7834361,-30069291.368102126,485789663.1515382
rest,open,1s,115,53932,5189719.0,556793987.2994872,331340972.8135426,225453014.48594457
rest,open,1s,116,55102,4894785.0,209896970.54252422,-34196298.08783669,244093268.63036096
rest,open,1s,117,55224,4666186.0,193816196.03091165,3518222.5387891275,190297973.49212253
rest,open,1s,118,50690,3701520.0,137457549.02019206,11890683.464740127,125566865.55545193
rest,open,1s,119,50863,3715174.0,130083645.2259659,9807261.115433065,120276384.11053284
rest,open,30s,114,53216,6440654.0,455720371.7834361,-162171931.93857098,617892303.722007
rest,open,30s,115,53932,5189719.0,556793987.2994872,222240313.2556497,334553674.04383755
rest,open,30s,116,55102,4894785.0,209896970.54252422,-53406045.96606709,263303016.50859132
rest,open,30s,117,55224,4666186.0,193816196.03091165,-30446208.334485214,224262404.36539683
rest,open,30s,118,50690,3701520.0,137457549.0201921,6453040.54491596,131004508.47527611
rest,open,30s,119,50863,3715174.0,130083645.2259659,-3606416.7608338566,133690061.98679979
rest,open,5s,114,53216,6440654.0,455720371.78343606,-105158580.17876074,560878951.962197
rest,open,5s,115,53932,5189719.0,556793987.2994874,343739678.48725027,213054308.81223702
rest,open,5s,116,55102,4894785.0,209896970.54252422,-15292635.383999111,225189605.92652336
rest,open,5s,117,55224,4666186.0,193816196.03091165,-10690250.671543216,204506446.70245486
rest,open,5s,118,50690,3701520.0,137457549.0201921,12573971.609956717,124883577.41023536
rest,open,5s,119,50863,3715174.0,130083645.2259659,11161728.21133978,118921917.01462615
top100,close,1s,186,43403,4437404.0,103059644.55459477,-34275919.73994253,137335564.29453728
top100,close,1s,187,43345,4507561.0,27401435.14466604,-24902006.611337002,52303441.75600304
top100,close,1s,188,44825,5252236.0,36729801.31769877,-12079990.53190041,48809791.84959918
top100,close,1s,189,54762,6626331.0,58821887.66107383,-24709978.717324816,83531866.37839864
top100,close,1s,190,105117,11912683.0,118131523.7514362,-31343743.122255504,149475266.8736917
top100,close,1s,191,212920,30778571.0,245470324.0689331,-58423237.07973866,303893561.1486718
top100,close,30s,186,43403,4437404.0,103059644.55459476,-31558218.147579737,134617862.70217454
top100,close,30s,187,43345,4507561.0,27401435.14466604,-26234664.395709172,53636099.5403752
top100,close,30s,188,44825,5252236.0,36729801.31769876,-18125697.465015706,54855498.78271444
top100,close,30s,189,54762,6626331.0,58821887.66107383,-14836352.560061675,73658240.22113551
top100,close,30s,190,105117,11912683.0,118131523.7514362,-18589454.49701099,136720978.24844733
top100,close,30s,191,212920,30778571.0,245470324.06893316,-252192345.95602685,497662670.02496016
top100,close,5s,186,43403,4437404.0,103059644.55459477,-35779961.92121473,138839606.47580945
top100,close,5s,187,43345,4507561.0,27401435.14466604,-23909448.050321903,51310883.19498794
top100,close,5s,188,44825,5252236.0,36729801.317698754,-16790207.66087275,53520008.9785715
top100,close,5s,189,54762,6626331.0,58821887.661073826,-30569197.92194581,89391085.58301963
top100,close,5s,190,105117,11912683.0,118131523.7514362,-49061860.41410643,167193384.16554266
top100,close,5s,191,212920,30778571.0,245470324.06893316,-92973879.49705276,338444203.5659859
top100,midday,1s,120,82013,10100293.0,211102154.88668224,6843163.742253778,204258991.14442813
top100,midday,1s,121,90526,9784297.0,168297527.51066154,1975992.5085990268,166321535.00206244
top100,midday,1s,122,79713,9164284.0,138311555.33389917,-19441612.611290693,157753167.94518983
top100,midday,1s,123,65478,7367008.0,79050467.44347161,-13810857.394238515,92861324.83771011
top100,midday,1s,124,70625,7245936.0,110697643.0748029,-43495882.00689403,154193525.08169678
top100,midday,1s,125,79691,7962757.0,96404548.5014957,-33999166.5533271,130403715.05482277
top100,midday,1s,126,63510,6958919.0,118477561.47909142,-61000030.83008317,179477592.30917445
top100,midday,1s,127,57869,6361200.0,71839943.4554669,-30985760.499800008,102825703.95526688
top100,midday,1s,128,59193,6209947.0,109537692.39117032,-26885354.898737956,136423047.28990832
top100,midday,1s,129,50795,5305998.0,84807394.44105728,-26984502.18042405,111791896.62148125
top100,midday,1s,130,51703,5828480.0,76575570.11399975,-40735186.73111613,117310756.84511593
top100,midday,1s,131,58043,6228435.0,57149450.50974773,-30083393.999831676,87232844.50957945
top100,midday,1s,132,55827,6346206.0,65328382.75864022,-42883666.6990819,108212049.45772213
top100,midday,1s,133,47791,5469221.0,66234575.73117998,-27001753.104371488,93236328.83555146
top100,midday,1s,134,46872,5318201.0,68529187.04822606,-64684681.34030973,133213868.38853575
top100,midday,1s,135,42627,4831495.0,88043723.92301728,-9711832.028451433,97755555.9514686
top100,midday,1s,136,47908,6182797.0,111651785.97228047,-39588200.57564323,151239986.54792356
top100,midday,1s,137,47381,5635844.0,160386796.35400528,38272555.671459705,122114240.68254556
top100,midday,1s,138,41356,5185456.0,112818354.67221192,-30551462.3625273,143369817.03473875
top100,midday,1s,139,37190,4030921.0,54206505.07582912,-32875628.176046498,87082133.25187565
top100,midday,1s,140,33827,3571066.0,61216622.06027015,-29228237.351059325,90444859.41132924
top100,midday,1s,141,32680,3621157.0,57030006.92851237,-4406561.966746494,61436568.89525904
top100,midday,1s,142,38020,4253276.0,54175067.90546265,-4950082.145834843,59125150.051297516
top100,midday,1s,143,35223,3951554.0,72119551.15562175,-18675876.837884434,90795427.9935062
top100,midday,1s,144,51682,5732342.0,76704644.52693301,570917.7805180962,76133726.74641497
top100,midday,1s,145,35007,4223982.0,59661158.54435877,-45618247.46480805,105279406.00916685
top100,midday,1s,146,36565,3554878.0,55280152.19219128,13338359.940628266,41941792.25156307
top100,midday,1s,147,33143,3690991.0,69595380.73556274,-2779497.16324672,72374877.89880952
top100,midday,1s,148,35321,3394585.0,26722856.928757153,-11870994.082545316,38593851.01130247
top100,midday,1s,149,39734,4581954.0,110031972.55925792,44283365.97012492,65748606.58913319
top100,midday,1s,150,33230,3776149.0,43846342.00246356,-28145399.914445292,71991741.91690879
top100,midday,1s,151,30100,4744737.0,47485055.323452994,-14216629.212982293,61701684.5364353
top100,midday,1s,152,30407,4263091.0,58920666.70829854,1598892.0152389067,57321774.69305965
top100,midday,1s,153,28568,3281979.0,57138426.87158569,-6875199.65956193,64013626.53114788
top100,midday,1s,154,30110,3892156.0,97816222.23215497,-10945267.451888552,108761489.68404377
top100,midday,1s,155,86517,9514726.0,84264336.28017327,-32482332.23661995,116746668.51679325
top100,midday,1s,156,60295,6217169.0,54014312.99582329,-39876471.94525055,93890784.94107379
top100,midday,1s,157,46964,5061936.0,74481422.53369062,-23854404.615634955,98335827.1493256
top100,midday,1s,158,45345,5040890.0,65589825.84390375,-13575205.355891544,79165031.19979535
top100,midday,1s,159,38890,4646284.0,85903953.04333486,39165661.00016943,46738292.04316538
top100,midday,1s,160,35228,3817291.0,59281479.804248,30691414.71921902,28590065.085028972
top100,midday,1s,161,37695,4796537.0,67704146.34375317,-27008629.432157725,94712775.77591088
top100,midday,1s,162,45173,5510578.0,73406431.03916892,-2484033.081332732,75890464.12050161
top100,midday,1s,163,33848,3936522.0,55093208.70190109,-7958669.065101429,63051877.76700251
top100,midday,1s,164,30367,3190007.0,43935808.482622996,-30060910.297554325,73996718.78017737
top100,midday,1s,165,29962,4048644.0,284931309.3212301,212172925.7216969,72758383.59953314
top100,midday,1s,166,29721,2979757.0,40631514.72073072,-21396008.232503973,62027522.95323508
top100,midday,1s,167,46384,4912035.0,65770771.918137185,-7283988.415220362,73054760.33335741
top100,midday,1s,168,37376,4968999.0,140053324.3073861,-135074174.35064644,275127498.65803254
top100,midday,1s,169,32050,4234349.0,70033512.74885225,-30902209.1369266,100935721.88577884
top100,midday,1s,170,30459,3211805.0,34655166.466805086,-19066596.52616028,53721762.99296534
top100,midday,1s,171,31021,3270540.0,29862877.95267791,-8178040.915119482,38040918.86779738
top100,midday,1s,172,29169,3541394.0,53768244.87557383,11845630.827824337,41922614.047749475
top100,midday,1s,173,28367,2987515.0,26979348.67078808,-29836976.114382353,56816324.78517042
top100,midday,1s,174,31250,3113275.0,25094111.444277026,-16090413.693669045,41184525.13794607
top100,midday,1s,175,30284,3326954.0,39879758.197837055,-10390242.219718477,50270000.417555526
top100,midday,1s,176,28596,2838395.0,27477353.620887615,-6033761.272288,33511114.893175595
top100,midday,1s,177,28263,2894160.0,28674611.423312575,-17753734.969957717,46428346.3932703
top100,midday,1s,178,27995,2660670.0,20769120.38676268,-6014560.230818196,26783680.61758088
top100,midday,1s,179,30141,3071850.0,36625655.88904268,-2591702.512680797,39217358.401723474
top100,midday,1s,180,31902,3459388.0,45277323.617972225,-9420298.897145685,54697622.515117906
top100,midday,1s,181,31049,3473641.0,27166325.209310044,-24080772.262076717,51247097.47138676
top100,midday,1s,182,33649,3579059.0,29734540.14243607,-47238433.75542824,76972973.8978646
top100,midday,1s,183,35374,3560560.0,45570494.900775775,-36561906.66680865,82132401.56758443
top100,midday,1s,184,34098,3359944.0,31914554.475885198,-32345168.723081026,64259723.198966235
top100,midday,1s,185,36427,3930250.0,35143837.09840667,-27695557.806646954,62839394.90505363
top100,midday,30s,120,82013,10100293.0,211102154.88668224,8032195.0831138,203069959.8035665
top100,midday,30s,121,90526,9784297.0,168297527.51066154,-329167458.39482135,497464985.90548235
top100,midday,30s,122,79713,9164284.0,138311555.33389917,8827511.236398382,129484044.09750074
top100,midday,30s,123,65478,7367008.0,79050467.44347161,-15785808.026374485,94836275.46984594
top100,midday,30s,124,70625,7245936.0,110697643.0748029,-68399194.22682503,179096837.30162776
top100,midday,30s,125,79691,7962757.0,96404548.50149572,-112028724.9739254,208433273.47542128
top100,midday,30s,126,63510,6958919.0,118477561.47909142,-36672757.378004424,155150318.85709563
top100,midday,30s,127,57869,6361200.0,71839943.45546688,-92355887.36950324,164195830.82497016
top100,midday,30s,128,59193,6209947.0,109537692.39117035,9104302.724179551,100433389.6669908
top100,midday,30s,129,50795,5305998.0,84807394.44105728,56376019.04712012,28431375.393936824
top100,midday,30s,130,51703,5828480.0,76575570.11399975,-89611464.5118723,166187034.62587214
top100,midday,30s,131,58043,6228435.0,57149450.50974773,-57018607.55388093,114168058.06362858
top100,midday,30s,132,55827,6346206.0,65328382.75864021,-47081828.182894476,112410210.94153471
top100,midday,30s,133,47791,5469221.0,66234575.73117999,30284467.323819093,35950108.40736088
top100,midday,30s,134,46872,5318201.0,68529187.04822607,-45817313.82334322,114346500.87156883
top100,midday,30s,135,42627,4831495.0,88043723.9230173,586469.2750822775,87457254.64793497
top100,midday,30s,136,47908,6182797.0,111651785.97228049,-111332912.55776352,222984698.5300441
top100,midday,30s,137,47381,5635844.0,160386796.35400528,131017175.44166039,29369620.912344992
top100,midday,30s,138,41356,5185456.0,112818354.67221192,-175162769.84408548,287981124.516297
top100,midday,30s,139,37190,4030921.0,54206505.075829126,-27881025.691961978,82087530.76779114
top100,midday,30s,140,33827,3571066.0,61216622.06027016,-48499006.4286264,109715628.48889638
top100,midday,30s,141,32680,3621157.0,57030006.92851236,1604661.2010204666,55425345.727492094
top100,midday,30s,142,38020,4253276.0,54175067.90546266,-31111901.689324047,85286969.59478673
top100,midday,30s,143,35223,3951554.0,72119551.15562175,-36059115.00109496,108178666.15671666
top100,midday,30s,144,51682,5732342.0,76704644.52693301,28004424.509033136,48700220.017899714
top100,midday,30s,145,35007,4223982.0,59661158.544358775,-59091996.98239816,118753155.52675694
top100,midday,30s,146,36565,3554878.0,55280152.19219128,10599423.255061723,44680728.93712988
top100,midday,30s,147,33143,3690991.0,69595380.73556276,-155233768.13625816,224829148.8718213
top100,midday,30s,148,35321,3394585.0,26722856.928757153,-15287383.941404793,42010240.87016197
top100,midday,30s,149,39734,4581954.0,110031972.55925794,-43811101.79707655,153843074.35633457
top100,midday,30s,150,33230,3776149.0,43846342.002463564,-22755758.974092428,66602100.97655592
top100,midday,30s,151,30100,4744737.0,47485055.323452994,-14419414.842409994,61904470.165862985
top100,midday,30s,152,30407,4263091.0,58920666.70829854,7671068.526995301,51249598.18130326
top100,midday,30s,153,28568,3281979.0,57138426.871585675,-34553532.607670724,91691959.47925687
top100,midday,30s,154,30110,3892156.0,97816222.23215495,67144810.17470938,30671412.05744591
top100,midday,30s,155,86517,9514726.0,84264336.28017327,-85537728.49519354,169802064.77536756
top100,midday,30s,156,60295,6217169.0,54014312.995823324,-39243082.14119439,93257395.13701779
top100,midday,30s,157,46964,5061936.0,74481422.53369062,-83969501.25891976,158450923.79261053
top100,midday,30s,158,45345,5040890.0,65589825.843903765,-23783593.73087499,89373419.57477884
top100,midday,30s,159,38890,4646284.0,85903953.04333487,-10659982.529356036,96563935.57269089
top100,midday,30s,160,35228,3817291.0,59281479.804248005,83062357.73987573,-23780877.93562768
top100,midday,30s,161,37695,4796537.0,67704146.34375316,-41973354.01244613,109677500.35619955
top100,midday,30s,162,45173,5510578.0,73406431.03916894,-54562454.40094779,127968885.44011685
top100,midday,30s,163,33848,3936522.0,55093208.7019011,-20909051.079338916,76002259.78124005
top100,midday,30s,164,30367,3190007.0,43935808.482622996,1097274.9471657635,42838533.53545725
top100,midday,30s,165,29962,4048644.0,284931309.3212301,-700984257.0628833,985915566.3841127
top100,midday,30s,166,29721,2979757.0,40631514.72073072,-26864522.866731744,67496037.58746243
top100,midday,30s,167,46384,4912035.0,65770771.918137185,-16850877.33275237,82621649.25088944
top100,midday,30s,168,37376,4968999.0,140053324.30738613,-287008224.49614227,427061548.80352837
top100,midday,30s,169,32050,4234349.0,70033512.74885225,-45572591.60810626,115606104.35695851
top100,midday,30s,170,30459,3211805.0,34655166.466805086,-16323915.741898417,50979082.20870349
top100,midday,30s,171,31021,3270540.0,29862877.95267791,-18276601.56126078,48139479.513938695
top100,midday,30s,172,29169,3541394.0,53768244.875573836,-33441808.889945466,87210053.76551935
top100,midday,30s,173,28367,2987515.0,26979348.67078809,-35018975.68792755,61998324.35871567
top100,midday,30s,174,31250,3113275.0,25094111.444277026,-12347929.045347502,37442040.48962453
top100,midday,30s,175,30284,3326954.0,39879758.19783705,-13656287.340712216,53536045.5385493
