tier,session,h,block,n,vol,w_eff,w_real,w_impact
top100,midday,30s,179,24904,5555763.0,38705072.36927044,-17956577.258973833,56661649.62824427
top100,midday,30s,180,26738,6037560.0,36110084.29434016,-9454914.921715142,45564999.216055304
top100,midday,30s,181,21488,4692278.0,41609978.26594886,-14414069.692207526,56024047.95815638
top100,midday,30s,182,17944,3954473.0,32737652.0279177,-6500390.221004584,39238042.24892229
top100,midday,30s,183,19923,4415459.0,27539433.94474856,-9277716.1955577,36817150.140306264
top100,midday,30s,184,23012,4979773.0,32499751.965910956,-12348324.619703583,44848076.58561454
top100,midday,30s,185,21187,4829669.0,28616841.62272332,-10785894.829300303,39402736.45202363
top100,midday,5s,120,28284,5315704.0,72280507.08342902,-24204656.567532912,96485163.65096204
top100,midday,5s,121,26554,4785153.0,48708394.44884084,-21052466.025065154,69760860.47390604
top100,midday,5s,122,25805,4964147.0,55982159.18420717,-37279138.688085526,93261297.87229265
top100,midday,5s,123,25284,4839441.0,54410582.21261327,-11733006.207891019,66143588.420504265
top100,midday,5s,124,21398,4098804.0,43194632.3376906,-19496218.105150808,62690850.442841426
top100,midday,5s,125,18981,3425562.0,39894572.66107544,-23013806.64673245,62908379.307807885
top100,midday,5s,126,21443,4222095.0,54847674.136549845,1256472.246551968,53591201.889997885
top100,midday,5s,127,22374,4471066.0,41050443.44400491,-18275878.001692045,59326321.44569695
top100,midday,5s,128,23105,4638496.0,33065914.16376749,-27747644.21730465,60813558.381072156
top100,midday,5s,129,26473,5256646.0,40800498.3144803,-18565231.969795376,59365730.284275666
top100,midday,5s,130,26234,5332899.0,78990227.28421026,-10650994.728865637,89641222.01307589
top100,midday,5s,131,25839,5416983.0,74431310.2702739,-4778914.4175200295,79210224.68779397
top100,midday,5s,132,20973,4223213.0,59346952.36301825,11589908.87792193,47757043.485096276
top100,midday,5s,133,19155,4005595.0,52283557.63531777,-13373745.166701594,65657302.80201937
top100,midday,5s,134,19569,4170508.0,46898431.1127134,-15715174.357039088,62613605.4697525
top100,midday,5s,135,17328,3458067.0,37573751.27292685,-4466939.710065276,42040690.982992135
top100,midday,5s,136,17007,3631452.0,52971819.71029666,-11938862.569831628,64910682.28012836
top100,midday,5s,137,17007,3579874.0,26371568.081399746,-10556880.918401308,36928448.99980106
top100,midday,5s,138,17333,2960646.0,22181019.94351027,-751479.5271111592,22932499.470621426
top100,midday,5s,139,16507,3125165.0,42554614.623713166,903720.1010796393,41650894.52263353
top100,midday,5s,140,15046,2977510.0,28086491.519346036,-11879851.656025486,39966343.17537152
top100,midday,5s,141,15724,3006485.0,24491401.998903133,-7116636.461889938,31608038.46079307
top100,midday,5s,142,14434,2858750.0,36932415.179350704,-13990959.584788153,50923374.76413887
top100,midday,5s,143,14394,2826545.0,22615979.54873541,-389859.90206846746,23005839.450803883
top100,midday,5s,144,11399,2165731.0,21661827.924551066,-8503338.817777874,30165166.742328938
top100,midday,5s,145,11262,2129218.0,22258265.48533973,-8567674.935862876,30825940.421202604
top100,midday,5s,146,11558,2187175.0,20329995.423939344,-6201646.908915509,26531642.332854852
top100,midday,5s,147,12059,2361660.0,20635645.853770215,-10413547.707637489,31049193.561407693
top100,midday,5s,148,9587,1688574.0,14188990.6205137,-3278981.0898075486,17467971.710321248
top100,midday,5s,149,12976,2321309.0,19358603.270258255,-12407323.422144022,31765926.692402273
top100,midday,5s,150,11886,2560861.0,18548756.59566084,-9978487.913511068,28527244.509171903
top100,midday,5s,151,24466,5357297.0,38174753.66893481,-19551607.27794806,57726360.94688288
top100,midday,5s,152,16361,2977332.0,43101097.778008826,-8317023.085700803,51418120.86370952
top100,midday,5s,153,16511,3289091.0,34642963.83539193,-631444.056654023,35274407.89204595
top100,midday,5s,154,14956,3632128.0,48718316.57284187,-17274833.74582877,65993150.31867062
top100,midday,5s,155,10975,2183858.0,32833436.448628966,-6923898.5967406435,39757335.04536961
top100,midday,5s,156,12116,2400094.0,26302927.439901926,-17278862.4827313,43581789.92263322
top100,midday,5s,157,10395,2500738.0,30919426.79260988,-6671996.76015916,37591423.55276906
top100,midday,5s,158,9599,2213304.0,23385524.147075165,-7249562.993163612,30635087.14023877
top100,midday,5s,159,9597,2003547.0,15983289.601423506,-6314998.5472282125,22298288.14865172
top100,midday,5s,160,9822,2157166.0,18658187.648986414,-8022372.091494326,26680559.740480743
top100,midday,5s,161,9744,1800814.0,23736528.41611096,-9580579.894465655,33317108.31057661
top100,midday,5s,162,11721,2379004.0,28318000.974499788,-28776395.899453625,57094396.8739534
top100,midday,5s,163,9482,1892396.0,13756267.070333008,-4413547.558556713,18169814.628889725
top100,midday,5s,164,8827,1714707.0,25493074.135831084,471514.55269831466,25021559.58313277
top100,midday,5s,165,9284,1687299.0,15314553.324749514,-5166338.637594281,20480891.962343786
top100,midday,5s,166,8508,1561961.0,15548202.035730503,-4972105.786248977,20520307.821979478
top100,midday,5s,167,10160,1824361.0,19817227.06403788,-12445756.385768628,32262983.449806508
top100,midday,5s,168,10459,2042521.0,21167099.19804396,-4144701.1179682896,25311800.316012245
top100,midday,5s,169,12224,2169554.0,21940329.929224443,-5401236.856307818,27341566.785532273
top100,midday,5s,170,13485,2357607.0,24245481.784026098,-9564394.270724345,33809876.05475044
top100,midday,5s,171,11513,2349531.0,18907023.65664885,-10149448.68921964,29056472.345868498
top100,midday,5s,172,10643,1939084.0,17771947.968409438,-7257648.963894205,25029596.932303645
top100,midday,5s,173,10310,1908327.0,19932803.51866832,-10293144.283364167,30225947.802032486
top100,midday,5s,174,10076,1966101.0,14242693.180262094,-7246607.109758055,21489300.29002015
top100,midday,5s,175,10154,2140535.0,21215408.99823082,-6270421.326700753,27485830.324931573
top100,midday,5s,176,57085,14754404.0,95316540.31576759,-110885260.2002495,206201800.51601708
top100,midday,5s,177,36233,7878513.0,48183804.25809028,-30621210.38642434,78805014.64451462
top100,midday,5s,178,18411,3878216.0,25706159.6283947,-6239275.351519297,31945434.979913987
top100,midday,5s,179,24904,5555763.0,38705072.36927043,-16795982.765458126,55501055.134728566
top100,midday,5s,180,26738,6037560.0,36110084.29434016,-16085932.67226403,52196016.96660419
top100,midday,5s,181,21488,4692278.0,41609978.26594884,-11213976.026158577,52823954.29210741
top100,midday,5s,182,17944,3954473.0,32737652.027917698,-8190796.063740234,40928448.09165794
top100,midday,5s,183,19923,4415459.0,27539433.94474856,-12446417.126631401,39985851.07137996
top100,midday,5s,184,23012,4979773.0,32499751.965910956,-14791919.60206417,47291671.56797511
top100,midday,5s,185,21187,4829669.0,28616841.62272331,-9890010.930261184,38506852.55298451
top100,open,1s,114,70917,14864293.0,246275996.27734315,-54068167.0798472,300344163.35719067
top100,open,1s,115,51733,10940244.0,138993980.31888792,-21030787.21807342,160024767.5369613
top100,open,1s,116,37138,7016068.0,91204939.93025267,-19617347.2290168,110822287.1592695
top100,open,1s,117,31986,6499150.0,86109955.9739469,-10568561.447593313,96678517.42154023
top100,open,1s,118,32941,6001643.0,72288362.87924011,-5983980.659920596,78272343.53916073
top100,open,1s,119,28411,4650080.0,51492221.78655985,-7010067.932936376,58502289.71949623
top100,open,30s,114,70917,14864293.0,246275996.27734315,-298442452.537443,544718448.8147867
top100,open,30s,115,51733,10940244.0,138993980.31888795,-51877231.74028242,190871212.0591703
top100,open,30s,116,37138,7016068.0,91204939.93025267,-48785602.80053683,139990542.7307895
top100,open,30s,117,31986,6499150.0,86109955.9739469,-28748975.984979626,114858931.95892657
top100,open,30s,118,32941,6001643.0,72288362.87924011,-44288257.666805714,116576620.54604582
top100,open,30s,119,28411,4650080.0,51492221.78655984,-20274258.613508377,71766480.40006824
top100,open,5s,114,70917,14864293.0,246275996.27734295,-202468622.9250848,448744619.2024278
top100,open,5s,115,51733,10940244.0,138993980.31888795,-51363752.28299883,190357732.60188666
top100,open,5s,116,37138,7016068.0,91204939.9302527,-54013478.835951276,145218418.7662039
top100,open,5s,117,31986,6499150.0,86109955.97394693,-21004331.770364422,107114287.74431139
top100,open,5s,118,32941,6001643.0,72288362.8792401,-20113468.260986645,92401831.14022677
top100,open,5s,119,28411,4650080.0,51492221.78655984,-18658689.719363384,70150911.50592324
