tier,session,h,block,n,vol,w_eff,w_real,w_impact
rest,midday,1s,167,28584,1724694.0,51536528.2898986,8700064.544002848,42836463.74589575
rest,midday,1s,168,27211,1711127.0,33083411.828156523,-5803705.267679528,38887117.09583606
rest,midday,1s,169,29168,1725307.0,42629962.98576079,-7064671.305574615,49694634.29133541
rest,midday,1s,170,26320,1536800.0,38249839.8307679,6352691.733417494,31897148.097350404
rest,midday,1s,171,28374,1683165.0,33755486.31899349,-892320.5154628446,34647806.83445633
rest,midday,1s,172,27132,1576938.0,41797955.768532686,-582697.6438225033,42380653.4123552
rest,midday,1s,173,25226,1506407.0,33561394.31413493,3433761.144151849,30127633.16998308
rest,midday,1s,174,30762,1849404.0,34625580.490561694,-14882659.020519417,49508239.51108111
rest,midday,1s,175,32372,1954995.0,36514067.96274238,-5493786.670333841,42007854.63307622
rest,midday,1s,176,77089,5429633.0,85891700.8999719,-11451915.57085237,97343616.47082427
rest,midday,1s,177,41040,2786243.0,50240834.57590793,-6046147.665289228,56286982.24119716
rest,midday,1s,178,29950,1795726.0,50998550.21687805,11580390.269608997,39418159.94726906
rest,midday,1s,179,43784,2714747.0,61500207.170985214,-6921997.521050289,68422204.69203553
rest,midday,1s,180,42739,2581577.0,46372172.39837543,2403207.306995203,43968965.09138023
rest,midday,1s,181,40036,2443895.0,41310608.59678513,-13793417.91372151,55104026.51050663
rest,midday,1s,182,37944,2200255.0,48559153.081397116,2669655.2113649836,45889497.87003213
rest,midday,1s,183,44848,2491442.0,42332277.23877776,1484703.1887709522,40847574.05000681
rest,midday,1s,184,47228,2857022.0,57414070.93526897,-102225.1673364514,57516296.1026054
rest,midday,1s,185,49172,2926525.0,55440627.83765503,4314263.854918323,51126363.98273671
rest,midday,30s,120,30414,2224803.0,75365095.74416128,-3420733.0134382243,78785828.75759949
rest,midday,30s,121,30728,2287928.0,66892444.154883996,648893.8709334717,66243550.28395052
rest,midday,30s,122,31136,2358063.0,74542146.04994044,-13313810.491306737,87855956.54124717
rest,midday,30s,123,32671,2565006.0,107713131.64609492,15322169.158244928,92390962.48784997
rest,midday,30s,124,26056,1996207.0,59768278.68839821,-9123362.330539137,68891641.01893735
rest,midday,30s,125,24288,1818437.0,85536835.48718621,26270648.47246786,59266187.01471833
rest,midday,30s,126,35552,2593835.0,79107056.63192475,-23596303.640260354,102703360.27218509
rest,midday,30s,127,32872,2392760.0,76276645.11729984,-12476406.222982282,88753051.34028211
rest,midday,30s,128,34469,2555722.0,71978692.42499273,-5146931.463659167,77125623.88865188
rest,midday,30s,129,34137,2443366.0,61410953.31760867,-1911849.8727849645,63322803.19039362
rest,midday,30s,130,39344,2926488.0,88916047.34988974,76295.02707731782,88839752.32281242
rest,midday,30s,131,34480,2632301.0,72226371.80648418,-12693526.165890262,84919897.97237445
rest,midday,30s,132,31810,2221734.0,66837060.37742838,-13985236.824116554,80822297.20154494
rest,midday,30s,133,29908,2088215.0,57446884.08845496,-4631153.905222923,62078037.99367789
rest,midday,30s,134,29328,1966628.0,53240676.76288028,-15448854.732314272,68689531.49519455
rest,midday,30s,135,26696,1734599.0,47943602.90538772,-4458677.751442673,52402280.65683039
rest,midday,30s,136,29409,1867644.0,49330345.80187239,-10451827.2043064,59782173.006178774
rest,midday,30s,137,25371,1675444.0,89317864.8312196,31121264.878755536,58196599.952464044
rest,midday,30s,138,30750,1890841.0,104596477.95589569,37125716.62298995,67470761.33290574
rest,midday,30s,139,28438,1786396.0,119151809.24018075,89930213.71151581,29221595.52866491
rest,midday,30s,140,27269,1649956.0,40934620.8802635,-14826672.079618612,55761292.9598821
rest,midday,30s,141,29400,1831806.0,108849951.53790115,-48706604.13920151,157556555.67710266
rest,midday,30s,142,22980,1433690.0,41804383.8025252,-2439677.3068251414,44244061.10935032
rest,midday,30s,143,26534,1665243.0,36706759.23401831,-9380239.008979686,46086998.242998004
rest,midday,30s,144,23938,1334149.0,40366761.003254585,-25730251.133407027,66097012.13666161
rest,midday,30s,145,26030,1507384.0,37535066.202653214,-3933340.1910696537,41468406.39372288
rest,midday,30s,146,26318,1476981.0,40822761.39921957,-6510738.953540321,47333500.35275989
rest,midday,30s,147,26889,1462119.0,33231867.654370584,-680193.472862131,33912061.127232715
rest,midday,30s,148,23379,1251804.0,32696962.019022796,-2652726.3680854053,35349688.38710821
rest,midday,30s,149,31156,1791500.0,36444013.729453504,-7223714.584571288,43667728.31402479
rest,midday,30s,150,25939,1465165.0,54353378.63363092,-36660776.818084866,91014155.45171578
rest,midday,30s,151,40622,2420770.0,49616915.54743655,-26834259.35442966,76451174.90186621
rest,midday,30s,152,23405,1400011.0,37300161.60933067,1787185.9178267159,35512975.69150396
rest,midday,30s,153,27261,1606620.0,47985122.27661205,-1824959.282750866,49810081.559362926
rest,midday,30s,154,28767,1690991.0,35578083.79008635,-7865028.316506302,43443112.106592655
rest,midday,30s,155,21300,1272339.0,37979120.86099575,-6188488.236601348,44167609.09759709
rest,midday,30s,156,24040,1413054.0,41518430.17955368,-15697984.562624246,57216414.742177926
rest,midday,30s,157,24391,1629863.0,71740853.68198474,30964772.574337367,40776081.10764736
rest,midday,30s,158,24360,1360704.0,30276967.624379873,-11179918.204680251,41456885.82906013
rest,midday,30s,159,27712,1625490.0,39267608.048582375,-121221.21563324248,39388829.26421562
rest,midday,30s,160,23100,1360353.0,37726689.89352683,3549810.802729138,34176879.0907977
rest,midday,30s,161,22092,1312396.0,31200822.04401356,-21993573.323149823,53194395.36716339
rest,midday,30s,162,28870,1635332.0,34008472.5739358,-4310122.736216449,38318595.31015225
rest,midday,30s,163,22332,1334400.0,36183710.19261848,-8073411.242283526,44257121.434902
rest,midday,30s,164,21391,1253836.0,27855620.01322179,-645457.4558024924,28501077.469024282
rest,midday,30s,165,24206,1415263.0,32283379.24212566,-29344771.36922441,61628150.61135009
rest,midday,30s,166,22351,1325890.0,35852633.34732755,-11826275.946030607,47678909.29335817
rest,midday,30s,167,28584,1724694.0,51536528.2898986,-1679357.9894593917,53215886.27935799
rest,midday,30s,168,27211,1711127.0,33083411.828156523,-8828540.494608585,41911952.322765104
rest,midday,30s,169,29168,1725307.0,42629962.9857608,-16797352.64585398,59427315.631614804
rest,midday,30s,170,26320,1536800.0,38249839.8307679,6021253.7102410775,32228586.120526824
rest,midday,30s,171,28374,1683165.0,33755486.31899348,-4337511.770368592,38092998.08936208
rest,midday,30s,172,27132,1576938.0,41797955.768532686,-6223768.617363791,48021724.38589647
rest,midday,30s,173,25226,1506407.0,33561394.31413493,-702920.1322832538,34264314.44641818
rest,midday,30s,174,30762,1849404.0,34625580.490561694,-19607406.01034308,54232986.50090476
rest,midday,30s,175,32372,1954995.0,36514067.96274238,-6670625.06102664,43184693.02376902
rest,midday,30s,176,77089,5429633.0,85891700.89997192,-47100963.56961766,132992664.46958956
rest,midday,30s,177,41040,2786243.0,50240834.57590793,-10926296.350411719,61167130.926319644
rest,midday,30s,178,29950,1795726.0,50998550.21687806,14603611.555153448,36394938.66172461
rest,midday,30s,179,43784,2714747.0,61500207.170985214,-17650307.137380216,79150514.30836543
rest,midday,30s,180,42739,2581577.0,46372172.39837543,100779.21611860115,46271393.18225683
rest,midday,30s,181,40036,2443895.0,41310608.59678513,-16715278.241722146,58025886.83850728
rest,midday,30s,182,37944,2200255.0,48559153.081397116,-211914.4662509848,48771067.547648095
rest,midday,30s,183,44848,2491442.0,42332277.23877776,-3598526.6153784804,45930803.85415624
rest,midday,30s,184,47228,2857022.0,57414070.93526897,-10812442.74033449,68226513.6756035
rest,midday,30s,185,49172,2926525.0,55440627.83765503,2642123.9245977914,52798503.91305724
rest,midday,5s,120,30414,2224803.0,75365095.74416128,5455453.243344615,69909642.50081666
rest,midday,5s,121,30728,2287928.0,66892444.154883996,7124560.780564594,59767883.3743194
rest,midday,5s,122,31136,2358063.0,74542146.04994044,-10692809.156261642,85234955.20620207
rest,midday,5s,123,32671,2565006.0,107713131.64609492,25551610.12169698,82161521.52439794
rest,midday,5s,124,26056,1996207.0,59768278.688398205,-5263831.803423777,65032110.49182198
rest,midday,5s,125,24288,1818437.0,85536835.4871862,28854434.850243393,56682400.6369428
rest,midday,5s,126,35552,2593835.0,79107056.63192476,-18087002.968692627,97194059.60061735
rest,midday,5s,127,32872,2392760.0,76276645.11729984,-2058430.0652696681,78335075.18256949
rest,midday,5s,128,34469,2555722.0,71978692.42499273,-4355844.874224525,76334537.29921724
rest,midday,5s,129,34137,2443366.0,61410953.31760867,1244304.576348649,60166648.74126002
rest,midday,5s,130,39344,2926488.0,88916047.34988974,5682808.405496578,83233238.94439317
rest,midday,5s,131,34480,2632301.0,72226371.80648418,-7922888.036768568,80149259.84325275
rest,midday,5s,132,31810,2221734.0,66837060.37742838,-10420546.150042979,77257606.52747135
rest,midday,5s,133,29908,2088215.0,57446884.08845497,-924065.0486044957,58370949.13705946
rest,midday,5s,134,29328,1966628.0,53240676.76288027,-9265487.501870962,62506164.26475123
rest,midday,5s,135,26696,1734599.0,47943602.90538773,-1131660.4202848044,49075263.32567253
rest,midday,5s,136,29409,1867644.0,49330345.80187238,-5380595.569983687,54710941.37185607
rest,midday,5s,137,25371,1675444.0,89317864.83121957,31707115.18846902,57610749.64275056
rest,midday,5s,138,30750,1890841.0,104596477.95589568,44156548.80841708,60439929.14747862
rest,midday,5s,139,28438,1786396.0,119151809.24018075,63542554.54371498,55609254.696465775
rest,midday,5s,140,27269,1649956.0,40934620.88026349,-10385674.153901566,51320295.03416506
rest,midday,5s,141,29400,1831806.0,108849951.53790115,28584943.20756054,80265008.3303406
rest,midday,5s,142,22980,1433690.0,41804383.802525185,-1979589.98003367,43783973.78255886
rest,midday,5s,143,26534,1665243.0,36706759.23401831,-3929610.188568868,40636369.42258718
rest,midday,5s,144,23938,1334149.0,40366761.003254585,-16580122.265405018,56946883.26865961
rest,midday,5s,145,26030,1507384.0,37535066.202653214,-7150145.9712692555,44685212.173922464
rest,midday,5s,146,26318,1476981.0,40822761.39921957,-5893729.567081584,46716490.96630116
rest,midday,5s,147,26889,1462119.0,33231867.654370584,1670082.0774761522,31561785.576894432
rest,midday,5s,148,23379,1251804.0,32696962.019022796,1803299.498523097,30893662.5204997
rest,midday,5s,149,31156,1791500.0,36444013.7294535,-4356479.849267163,40800493.57872066
rest,midday,5s,150,25939,1465165.0,54353378.63363092,-33034676.426016863,87388055.05964775
rest,midday,5s,151,40622,2420770.0,49616915.54743655,-15287067.638306469,64903983.18574302
rest,midday,5s,152,23405,1400011.0,37300161.60933067,6026155.19446248,31274006.414868195
rest,midday,5s,153,27261,1606620.0,47985122.27661204,7506700.790508429,40478421.486103624
rest,midday,5s,154,28767,1690991.0,35578083.79008636,-4173774.20820338,39751857.998289734
rest,midday,5s,155,21300,1272339.0,37979120.86099574,-6163104.923446499,44142225.784442246
rest,midday,5s,156,24040,1413054.0,41518430.17955367,-13824327.920880228,55342758.100433886
rest,midday,5s,157,24391,1629863.0,71740853.68198474,24606490.963744856,47134362.718239866
rest,midday,5s,158,24360,1360704.0,30276967.62437988,-9237614.960886069,39514582.58526594
rest,midday,5s,159,27712,1625490.0,39267608.04858237,3209257.25553902,36058350.79304335
rest,midday,5s,160,23100,1360353.0,37726689.89352683,4787109.880653392,32939580.01287344
rest,midday,5s,161,22092,1312396.0,31200822.04401356,-20210724.43423459,51411546.47824815
rest,midday,5s,162,28870,1635332.0,34008472.5739358,-1247188.2450514392,35255660.818987235
rest,midday,5s,163,22332,1334400.0,36183710.192618474,-783811.9779601861,36967522.170578666
rest,midday,5s,164,21391,1253836.0,27855620.013221793,-2476633.9177118368,30332253.93093362
rest,midday,5s,165,24206,1415263.0,32283379.24212566,-19651948.513999786,51935327.75612545
rest,midday,5s,166,22351,1325890.0,35852633.34732755,-5573820.663619258,41426454.01094682
rest,midday,5s,167,28584,1724694.0,51536528.2898986,2248614.1889075204,49287914.10099108
rest,midday,5s,168,27211,1711127.0,33083411.82815652,-7135614.083584978,40219025.9117415
rest,midday,5s,169,29168,1725307.0,42629962.98576079,-15216545.486083422,57846508.471844226
rest,midday,5s,170,26320,1536800.0,38249839.8307679,4739744.148517907,33510095.682249997
rest,midday,5s,171,28374,1683165.0,33755486.31899348,-2522551.4140990297,36278037.73309251
rest,midday,5s,172,27132,1576938.0,41797955.76853269,-5791399.927219146,47589355.69575184
rest,midday,5s,173,25226,1506407.0,33561394.31413493,755646.4900181023,32805747.824116826
rest,midday,5s,174,30762,1849404.0,34625580.490561694,-16906555.352515265,51532135.84307695
rest,midday,5s,175,32372,1954995.0,36514067.96274238,-6121924.796239004,42635992.75898138
rest,midday,5s,176,77089,5429633.0,85891700.89997192,-29870195.780754473,115761896.68072638
rest,midday,5s,177,41040,2786243.0,50240834.57590792,-13390775.486939203,63631610.06284713
rest,midday,5s,178,29950,1795726.0,50998550.21687804,10592161.200647607,40406389.01623046
rest,midday,5s,179,43784,2714747.0,61500207.17098521,-7811221.17866314,69311428.34964836
rest,midday,5s,180,42739,2581577.0,46372172.39837543,56684.852676975774,46315487.54569846
rest,midday,5s,181,40036,2443895.0,41310608.59678513,-14981086.522138081,56291695.118923225
rest,midday,5s,182,37944,2200255.0,48559153.081397116,-4828742.119008752,53387895.20040586
rest,midday,5s,183,44848,2491442.0,42332277.23877776,-2554833.639181271,44887110.877959035
rest,midday,5s,184,47228,2857022.0,57414070.93526897,-4525407.195721332,61939478.13099029
rest,midday,5s,185,49172,2926525.0,55440627.83765503,3201737.0626706844,52238890.774984345
rest,open,1s,114,34844,3902084.0,291973849.916668,16171642.211565688,275802207.7051023
rest,open,1s,115,29849,2917405.0,170884458.05668655,34290823.63030187,136593634.4263847
rest,open,1s,116,28892,2576217.0,123698621.2242077,-4966252.333106711,128664873.55731443
rest,open,1s,117,29832,2492035.0,120066997.8140096,7786755.371922012,112280242.44208762
rest,open,1s,118,28071,2400513.0,194131309.92090958,73933216.68203837,120198093.23887123
rest,open,1s,119,26511,2179150.0,138469164.07294497,-11599072.800753796,150068236.87369877
rest,open,30s,114,34844,3902084.0,291973849.916668,-13831050.603849554,305804900.5205175
rest,open,30s,115,29849,2917405.0,170884458.05668652,-17601858.66142795,188486316.71811447
rest,open,30s,116,28892,2576217.0,123698621.22420771,-15960636.314649986,139659257.5388577
rest,open,30s,117,29832,2492035.0,120066997.81400959,-6126557.1576173315,126193554.97162695
rest,open,30s,118,28071,2400513.0,194131309.92090955,69829998.89517081,124301311.02573876
rest,open,30s,119,26511,2179150.0,138469164.072945,17998122.59085425,120471041.48209074
rest,open,5s,114,34844,3902084.0,291973849.91666794,-9303993.398534983,301277843.315203
rest,open,5s,115,29849,2917405.0,170884458.05668652,23868462.38294582,147015995.6737407
rest,open,5s,116,28892,2576217.0,123698621.22420771,-7597627.2944707135,131296248.51867843
rest,open,5s,117,29832,2492035.0,120066997.81400959,-4339502.218581421,124406500.03259106
rest,open,5s,118,28071,2400513.0,194131309.92090955,70428624.62429436,123702685.29661517
rest,open,5s,119,26511,2179150.0,138469164.072945,-24393891.724259518,162863055.79720452
top100,close,1s,186,21107,4449973.0,46925852.994745106,-4168770.6595953368,51094623.6543405
top100,close,1s,187,20107,4108077.0,29460921.64631418,-8296180.524163279,37757102.17047746
top100,close,1s,188,27396,6356520.0,43562947.88472641,-26472935.066808105,70035882.95153451
top100,close,1s,189,27766,6007980.0,40653643.60035505,-13878675.375037998,54532318.97539304
top100,close,1s,190,37737,8707530.0,54199976.470081896,-15494710.059822375,69694686.52990429
top100,close,1s,191,60357,15569684.0,124306798.40515727,6380775.9779605465,117926022.42719668
top100,close,30s,186,21107,4449973.0,46925852.994745106,-46220967.33780479,93146820.33255008
top100,close,30s,187,20107,4108077.0,29460921.646314185,-19548410.385494534,49009332.03180868
top100,close,30s,188,27396,6356520.0,43562947.88472641,-30233812.106532298,73796759.99125871
top100,close,30s,189,27766,6007980.0,40653643.60035505,-14700607.628862515,55354251.229217574
top100,close,30s,190,37737,8707530.0,54199976.47008191,-7221538.261226636,61421514.73130852
top100,close,30s,191,60357,15569684.0,124306798.40515727,-171485845.34258583,295792643.7477432
top100,close,5s,186,21107,4449973.0,46925852.99474512,-5319223.1839220235,52245076.17866721
top100,close,5s,187,20107,4108077.0,29460921.646314178,-13025182.938052913,42486104.5843671
top100,close,5s,188,27396,6356520.0,43562947.88472641,-28296021.38180111,71858969.2665275
top100,close,5s,189,27766,6007980.0,40653643.60035505,-18305453.92209115,58959097.52244619
top100,close,5s,190,37737,8707530.0,54199976.4700819,-14514035.507044679,68714011.97712657
top100,close,5s,191,60357,15569684.0,124306798.40515722,10694379.81489204,113612418.5902653
top100,midday,1s,120,28284,5315704.0,72280507.08342902,-999595.626691743,73280102.71012084
top100,midday,1s,121,26554,4785153.0,48708394.448840864,-14214375.720131056,62922770.168971926
top100,midday,1s,122,25805,4964147.0,55982159.184207186,-19259179.646039505,75241338.83024669
top100,midday,1s,123,25284,4839441.0,54410582.212613285,-2831115.109866451,57241697.32247973
top100,midday,1s,124,21398,4098804.0,43194632.33769064,-13664367.258602716,56858999.59629333
top100,midday,1s,125,18981,3425562.0,39894572.661075436,-7380431.315978091,47275003.97705353
top100,midday,1s,126,21443,4222095.0,54847674.13654987,6703096.465097561,48144577.67145229
top100,midday,1s,127,22374,4471066.0,41050443.44400491,-17466314.681315213,58516758.12532014
top100,midday,1s,128,23105,4638496.0,33065914.163767498,-11976710.433565073,45042624.59733258
top100,midday,1s,129,26473,5256646.0,40800498.3144803,-11417242.519013822,52217740.83349411
top100,midday,1s,130,26234,5332899.0,78990227.28421023,8184979.543058511,70805247.74115174
top100,midday,1s,131,25839,5416983.0,74431310.27027394,3667520.2161498745,70763790.05412407
top100,midday,1s,132,20973,4223213.0,59346952.363018245,6673532.373349417,52673419.98966884
top100,midday,1s,133,19155,4005595.0,52283557.635317765,-9805410.01769945,62088967.65301724
top100,midday,1s,134,19569,4170508.0,46898431.112713404,-8834897.911994113,55733329.02470752
top100,midday,1s,135,17328,3458067.0,37573751.27292686,-829517.487098461,38403268.76002532
top100,midday,1s,136,17007,3631452.0,52971819.710296676,1230431.999650511,51741387.71064621
top100,midday,1s,137,17007,3579874.0,26371568.081399757,-11518833.017876629,37890401.09927638
top100,midday,1s,138,17333,2960646.0,22181019.94351027,1867003.044013545,20314016.899496723
top100,midday,1s,139,16507,3125165.0,42554614.62371319,4934243.905675376,37620370.7180378
top100,midday,1s,140,15046,2977510.0,28086491.519346025,-6264113.517823074,34350605.0371691
top100,midday,1s,141,15724,3006485.0,24491401.998903137,-6265550.754297489,30756952.753200624
top100,midday,1s,142,14434,2858750.0,36932415.179350704,-11430314.122209698,48362729.30156041
top100,midday,1s,143,14394,2826545.0,22615979.548735417,-1381087.0045996853,23997066.553335097
top100,midday,1s,144,11399,2165731.0,21661827.924551066,-7722226.84123603,29384054.765787095
top100,midday,1s,145,11262,2129218.0,22258265.48533974,-9349403.258906322,31607668.74424606
top100,midday,1s,146,11558,2187175.0,20329995.423939347,-4261248.704684945,24591244.128624287
top100,midday,1s,147,12059,2361660.0,20635645.853770215,-5060554.681475876,25696200.535246085
top100,midday,1s,148,9587,1688574.0,14188990.6205137,-3756760.138453682,17945750.758967385
top100,midday,1s,149,12976,2321309.0,19358603.270258255,-10367590.769389484,29726194.039647736
top100,midday,1s,150,11886,2560861.0,18548756.59566084,-8433176.395260789,26981932.990921628
top100,midday,1s,151,24466,5357297.0,38174753.668934815,-11837729.047849648,50012482.71678446
top100,midday,1s,152,16361,2977332.0,43101097.778008826,-660524.450124711,43761622.22813338
top100,midday,1s,153,16511,3289091.0,34642963.83539194,-3123101.826894398,37766065.66228634
top100,midday,1s,154,14956,3632128.0,48718316.57284186,674191.7127880958,48044124.86005376
top100,midday,1s,155,10975,2183858.0,32833436.448628966,4778710.038450102,28054726.410178866
top100,midday,1s,156,12116,2400094.0,26302927.439901926,-11950164.00200022,38253091.441902146
top100,midday,1s,157,10395,2500738.0,30919426.79260988,-4025412.119455853,34944838.912065744
top100,midday,1s,158,9599,2213304.0,23385524.147075165,-7934640.498236578,31320164.64531174
top100,midday,1s,159,9597,2003547.0,15983289.601423506,-1994942.406917751,17978232.00834126
top100,midday,1s,160,9822,2157166.0,18658187.648986418,-6257274.278946282,24915461.927932695
top100,midday,1s,161,9744,1800814.0,23736528.416110963,-9476179.95948782,33212708.375598785
top100,midday,1s,162,11721,2379004.0,28318000.974499796,-19379552.85986724,47697553.83436704
top100,midday,1s,163,9482,1892396.0,13756267.070333008,-4174116.287945585,17930383.358278595
top100,midday,1s,164,8827,1714707.0,25493074.135831084,1976326.3011752043,23516747.83465588
top100,midday,1s,165,9284,1687299.0,15314553.324749503,-3886362.4121891838,19200915.73693869
top100,midday,1s,166,8508,1561961.0,15548202.035730503,-2869036.1231024736,18417238.15883298
top100,midday,1s,167,10160,1824361.0,19817227.064037886,-4159745.1769915544,23976972.241029438
top100,midday,1s,168,10459,2042521.0,21167099.19804396,-3956687.923552338,25123787.1215963
top100,midday,1s,169,12224,2169554.0,21940329.929224446,-1758528.6923128164,23698858.621537272
top100,midday,1s,170,13485,2357607.0,24245481.784026098,-5529438.52585331,29774920.309879385
top100,midday,1s,171,11513,2349531.0,18907023.656648856,-6410364.030980289,25317387.687629152
top100,midday,1s,172,10643,1939084.0,17771947.96840944,-4517783.909969885,22289731.87837933
top100,midday,1s,173,10310,1908327.0,19932803.518668324,-7726803.385565413,27659606.904233735
top100,midday,1s,174,10076,1966101.0,14242693.180262093,-5591465.829468918,19834159.00973101
top100,midday,1s,175,10154,2140535.0,21215408.99823082,-3554417.461073697,24769826.459304515
top100,midday,1s,176,57085,14754404.0,95316540.31576756,-53715512.03263272,149032052.34840026
top100,midday,1s,177,36233,7878513.0,48183804.25809028,-18008471.153681457,66192275.411771715
top100,midday,1s,178,18411,3878216.0,25706159.6283947,-14896638.251398874,40602797.87979356
top100,midday,1s,179,24904,5555763.0,38705072.369270444,-14693199.189507516,53398271.55877797
top100,midday,1s,180,26738,6037560.0,36110084.29434016,-20176710.733290847,56286795.02763101
top100,midday,1s,181,21488,4692278.0,41609978.26594885,-12256448.54720438,53866426.813153215
top100,midday,1s,182,17944,3954473.0,32737652.0279177,-8632703.875426339,41370355.90334404
top100,midday,1s,183,19923,4415459.0,27539433.94474856,-9166027.733393004,36705461.67814157
top100,midday,1s,184,23012,4979773.0,32499751.96591094,-7670093.798848615,40169845.76475956
top100,midday,1s,185,21187,4829669.0,28616841.622723315,-7372522.019872965,35989363.64259628
top100,midday,30s,120,28284,5315704.0,72280507.08342904,-37980500.691635795,110261007.77506486
top100,midday,30s,121,26554,4785153.0,48708394.44884086,-8944470.827937867,57652865.27677873
top100,midday,30s,122,25805,4964147.0,55982159.184207164,-55894543.0374735,111876702.22168073
top100,midday,30s,123,25284,4839441.0,54410582.212613285,-17621887.98660318,72032470.19921647
top100,midday,30s,124,21398,4098804.0,43194632.33769062,-34385635.511572205,77580267.84926285
top100,midday,30s,125,18981,3425562.0,39894572.66107543,-48675772.358174294,88570345.0192498
top100,midday,30s,126,21443,4222095.0,54847674.13654987,442977.49125842936,54404696.645291455
top100,midday,30s,127,22374,4471066.0,41050443.44400492,-15661609.266932856,56712052.71093777
top100,midday,30s,128,23105,4638496.0,33065914.1637675,-45491534.124833405,78557448.28860092
top100,midday,30s,129,26473,5256646.0,40800498.3144803,-27131850.28322847,67932348.59770875
top100,midday,30s,130,26234,5332899.0,78990227.28421022,-52007874.779119715,130998102.06332992
top100,midday,30s,131,25839,5416983.0,74431310.27027394,-27514353.049472418,101945663.31974639
top100,midday,30s,132,20973,4223213.0,59346952.363018245,-6940933.992823762,66287886.35584199
top100,midday,30s,133,19155,4005595.0,52283557.63531777,-7010212.583912569,59293770.21923036
top100,midday,30s,134,19569,4170508.0,46898431.1127134,-59758826.37313422,106657257.48584762
top100,midday,30s,135,17328,3458067.0,37573751.27292685,-11050844.884726046,48624596.1576529
top100,midday,30s,136,17007,3631452.0,52971819.71029669,-5770542.789845271,58742362.500142016
top100,midday,30s,137,17007,3579874.0,26371568.08139976,-6777061.352863508,33148629.434263263
top100,midday,30s,138,17333,2960646.0,22181019.94351027,-2713955.906200316,24894975.849710587
top100,midday,30s,139,16507,3125165.0,42554614.62371317,-2957233.3757104296,45511847.9994236
top100,midday,30s,140,15046,2977510.0,28086491.51934602,-13303830.237492487,41390321.756838515
top100,midday,30s,141,15724,3006485.0,24491401.998903137,1309412.7066619876,23181989.292241152
top100,midday,30s,142,14434,2858750.0,36932415.17935071,-21377626.1374644,58310041.31681511
top100,midday,30s,143,14394,2826545.0,22615979.548735414,-10309282.00614577,32925261.554881185
top100,midday,30s,144,11399,2165731.0,21661827.924551066,-8998225.475269863,30660053.399820928
top100,midday,30s,145,11262,2129218.0,22258265.48533973,-5982958.965575626,28241224.45091536
top100,midday,30s,146,11558,2187175.0,20329995.423939347,-5953062.4686797,26283057.89261904
top100,midday,30s,147,12059,2361660.0,20635645.85377022,-12401531.91830127,33037177.772071484
top100,midday,30s,148,9587,1688574.0,14188990.6205137,-4914016.861677943,19103007.482191645
top100,midday,30s,149,12976,2321309.0,19358603.270258255,-10814894.696676912,30173497.966935165
top100,midday,30s,150,11886,2560861.0,18548756.59566083,-15038855.69545882,33587612.29111964
top100,midday,30s,151,24466,5357297.0,38174753.6689348,-41754921.106565155,79929674.77549997
top100,midday,30s,152,16361,2977332.0,43101097.778008826,-2763602.194695071,45864699.97270386
top100,midday,30s,153,16511,3289091.0,34642963.83539193,1025059.4144560893,33617904.42093581
top100,midday,30s,154,14956,3632128.0,48718316.57284185,-45311088.56333283,94029405.13617468
top100,midday,30s,155,10975,2183858.0,32833436.448628966,-15415393.02742388,48248829.47605284
top100,midday,30s,156,12116,2400094.0,26302927.439901922,-18669101.644929957,44972029.08483188
top100,midday,30s,157,10395,2500738.0,30919426.79260988,-21995856.337590296,52915283.13020019
top100,midday,30s,158,9599,2213304.0,23385524.147075165,-11597004.565184489,34982528.71225965
top100,midday,30s,159,9597,2003547.0,15983289.601423508,-9037407.104995148,25020696.70641866
top100,midday,30s,160,9822,2157166.0,18658187.648986418,-9852543.789202055,28510731.43818847
top100,midday,30s,161,9744,1800814.0,23736528.41611096,-14088772.203870483,37825300.61998144
top100,midday,30s,162,11721,2379004.0,28318000.974499784,-28066714.98536211,56384715.959861904
top100,midday,30s,163,9482,1892396.0,13756267.070333008,-4095419.8954485743,17851686.965781584
top100,midday,30s,164,8827,1714707.0,25493074.135831084,-9817336.318878384,35310410.45470946
top100,midday,30s,165,9284,1687299.0,15314553.324749503,-9486888.246026102,24801441.570775606
top100,midday,30s,166,8508,1561961.0,15548202.035730503,-10495520.569320012,26043722.605050523
top100,midday,30s,167,10160,1824361.0,19817227.06403788,-9132350.168722505,28949577.23276039
top100,midday,30s,168,10459,2042521.0,21167099.198043957,-6260300.54654246,27427399.744586416
top100,midday,30s,169,12224,2169554.0,21940329.929224446,-10119459.872362044,32059789.80158649
top100,midday,30s,170,13485,2357607.0,24245481.784026098,-14735487.010175647,38980968.79420167
top100,midday,30s,171,11513,2349531.0,18907023.656648867,-11049373.092442438,29956396.749091312
top100,midday,30s,172,10643,1939084.0,17771947.968409438,-7425246.418993782,25197194.387403212
top100,midday,30s,173,10310,1908327.0,19932803.518668324,-11944593.819527343,31877397.338195663
top100,midday,30s,174,10076,1966101.0,14242693.180262093,-7014090.165307939,21256783.34557003
top100,midday,30s,175,10154,2140535.0,21215408.99823082,-8131933.831615809,29347342.829846635
top100,midday,30s,176,57085,14754404.0,95316540.31576757,-154340253.11941496,249656793.4351824
top100,midday,30s,177,36233,7878513.0,48183804.25809029,-12795356.66869264,60979160.92678289
top100,midday,30s,178,18411,3878216.0,25706159.6283947,-8918422.237122726,34624581.86551742
