tier,session,h,n_exec,volume,blocks,eff,eff_lo,eff_hi,real,real_lo,real_hi,impact,impact_lo,impact_hi
top100,open,1s,253126,49971478,6,13.735144218992897,12.136987716298917,15.365417531992167,-2.3669284219967976,-3.0930026158350987,-1.5031377023406098,16.1020726409897,13.652448876141644,18.37311387484352
top100,open,5s,253126,49971478,6,13.735144218992891,12.170015125749677,15.344567432610084,-7.356643399555829,-11.210524093437783,-3.7509454978852768,21.09178761854872,16.069485500766028,26.071212211260107
top100,open,30s,253126,49971478,6,13.735144218992897,12.139730449400485,15.320427530519291,-9.853956677918472,-15.993303049441057,-4.926502205639625,23.589100896911376,17.21151010204399,30.825577530109072
top100,midday,1s,1135291,232429799,66,9.672162938049652,8.971669724237811,10.46679797972107,-1.9840940441498378,-2.471030632185453,-1.4784088815345258,11.656256982199489,11.044547102810785,12.26511380145512
top100,midday,5s,1135291,232429799,66,9.67216293804965,8.90074751714484,10.511798066417192,-3.498636756078798,-4.207089039801752,-2.7733462740616264,13.170799694128453,12.367433878212024,14.002298587791952
top100,midday,30s,1135291,232429799,66,9.672162938049652,8.845878530380952,10.547032656474748,-5.058124252255511,-6.171756266403337,-3.8563613406541157,14.730287190305162,13.351935171050453,16.05619089108106
top100,close,1s,194470,45199764,6,7.502475920037545,6.585463001409766,8.516199488477364,-1.3701508642272235,-3.0407597611495247,-0.1378254635321599,8.872626784264769,7.9815816328987,10.416302084686635
top100,close,5s,194470,45199764,6,7.502475920037545,6.591585724480485,8.56983898001748,-1.521369384097223,-3.4686258163937573,-0.08279207939640121,9.023845304134772,7.875436908654225,11.017716741176436
top100,close,30s,194470,45199764,6,7.502475920037546,6.5927100989122325,8.532319766783806,-6.402935667153187,-9.83123406115841,-2.346786973421294,13.905411587190738,8.866654590689404,17.810659558627716
101-1000,open,1s,406937,52529626,6,27.095763890477446,17.738269601769765,35.956261705462374,4.0224984687097525,-2.4837006963611317,11.432021726214193,23.073265421767715,18.699290415129415,26.382168982734214
101-1000,open,5s,406937,52529626,6,27.095763890477453,17.53041297145662,35.667884940150365,1.2449905914081634,-4.394218289156841,6.607576606902242,25.850773299069296,19.397170428867273,30.753783695102843
101-1000,open,30s,406937,52529626,6,27.09576389047746,17.123576775849436,35.042727962462315,-7.436779907314052,-15.280877417654409,-0.7671010430081664,34.532543797791504,22.753584825117198,48.410921396837985
101-1000,midday,1s,2981426,312807846,66,11.48918461139201,10.368948369931406,12.930797267364262,-2.4574216660688792,-3.438893934392855,-1.2318226082523687,13.94660627746089,13.179347522122697,14.67775399478247
101-1000,midday,5s,2981426,312807846,66,11.48918461139201,10.317178674300104,12.811981137598222,-3.5227412056203296,-4.625131008793392,-2.073621091747004,15.011925817012342,14.15920771862896,16.009915885298305
101-1000,midday,30s,2981426,312807846,66,11.48918461139201,10.423670742011533,12.60067088052482,-4.319645082013639,-5.465135446465278,-2.9584270547627534,15.80882969340565,14.789891356825809,16.795092649783175
101-1000,close,1s,678615,76727633,6,7.775872119689701,6.789709896374031,8.466472173633218,-1.2672314880572184,-2.596814702796017,-0.5793808613362126,9.043103607746918,8.153871269336342,10.595856147023865
101-1000,close,5s,678615,76727633,6,7.7758721196897,6.7890298265515865,8.587046719713097,-2.1330276776028483,-3.2934056235370455,-1.5079226142657987,9.90889979729255,8.75451018111791,11.54640411902387
101-1000,close,30s,678615,76727633,6,7.7758721196897,6.845675999460662,8.467872582134753,-2.5086617138916485,-4.035004082568393,-1.6803107067910412,10.284533833581353,8.7973034699512,12.372081617739845
rest,open,1s,177999,16467404,6,63.107967777157015,51.99324348931379,72.3975886114297,7.020967771360162,-0.38861855986230853,14.872765673895577,56.087000005796845,47.52255626368195,64.33532814728763
rest,open,5s,177999,16467404,6,63.107967777157,52.711834102361784,72.8579589907189,2.955054261824969,-5.0129717155625775,13.54256722843804,60.15291351533204,50.51048520620331,72.20960026053827
rest,open,30s,177999,16467404,6,63.107967777157,53.31547423666864,71.86229525115566,2.083389631327454,-4.571374725979162,13.673308329687403,61.02457814582955,52.54556628543168,70.49020205045494
rest,midday,1s,2022868,128449428,66,27.431293568281063,25.299504014477108,30.126941865967748,1.0905215570564006,-0.39951226000665124,2.8828637970475524,26.340772011224658,24.750889697201373,27.85319233029628
rest,midday,5s,2022868,128449428,66,27.431293568281063,25.271503142101835,30.260921279508626,-0.5916105991006506,-2.573856510989968,1.6075516992567451,28.02290416738171,26.43962138465029,29.684020413718983
rest,midday,30s,2022868,128449428,66,27.43129356828106,25.082944686480793,30.02798879548068,-2.701511067218273,-4.994663014550378,-0.33841024270246733,30.132804635499337,28.15159404366848,32.6576323587097
rest,close,1s,562818,36509518,6,16.98265780459786,16.13043728798248,18.41136585868684,1.477105875257108,-1.351944385489162,2.9806197561243533,15.50555192934076,13.45988652604018,19.27348743605644
rest,close,5s,562818,36509518,6,16.98265780459786,16.140862239687568,18.202134573128358,2.415974243410081,-2.7171128752252685,5.450675997735051,14.566683561187782,10.835002658554307,20.853220667470456
rest,close,30s,562818,36509518,6,16.98265780459786,16.11691417373605,18.27008694635425,0.9394186866568737,-3.570161948639322,3.3958302786336154,16.043239117940992,12.814339889092519,21.742026192504625
