sym,session,n_in,n_out,beta,r2_in,r2_out
A,close,628,394,0.0014546299553375068,0.6900230533574169,0.7217867874101049
A,midday,5127,1763,0.002374755700740347,0.524734240861099,0.4419387091849143
A,open,379,170,0.005783990193066861,0.1955264019534128,0.12605710470791187
AA,close,558,440,0.000197925347630953,0.833899758639633,0.656762068810587
AA,midday,5548,2031,0.0003135544038365223,0.5788851439773012,0.4944923932821089
AA,open,371,248,0.001558660682069036,0.08339741551925699,-1.5646473198166193
AAAU,midday,173,57,0.0001585024614240778,0.1440637176783618,0.01844916841567601
AAL,close,889,503,7.530666060306705e-05,0.5640195703702923,-0.664928290997802
AAL,midday,9124,3843,0.0002669780488617328,0.606033088848851,0.41195088676471037
AAL,open,1000,373,0.0005408043958743921,0.5422558127311107,0.6973611561036291
AAN,close,413,211,0.004447257117233181,0.17953681912677272,-0.04609830334556975
AAN,midday,2243,1202,0.0060184257844216145,0.23871728237090142,0.2016792343321503
AAN,open,208,97,0.012971230489430732,0.02579131651628815,-0.0646412395761311
AAOI,close,182,177,0.00045181219789101104,0.23873322380835532,0.31316382824294764
AAOI,midday,1632,594,0.0009247730837082298,0.2830186514519202,0.2896738531608932
AAOI,open,241,66,0.0016889771163230882,0.2526845160640358,0.4767594862116745
AAON,close,147,167,0.0009090447957405355,0.04849863349469851,0.08083637573647007
AAON,midday,1285,320,0.001844777995147236,0.040076939088855665,0.09437916414037795
AAON,open,51,17,0.0920825347387864,0.4827870313318015,-13.931753453152012
AAP,close,521,281,0.005815546837968817,0.6319653446754333,0.3094434291846726
AAP,midday,2827,1502,0.00976523987305107,0.22747811112262914,0.3777628981292247
AAP,open,234,78,0.02849205366511543,0.2774455397197908,0.31968388119516933
AAPL,close,1178,529,0.001548079465899349,0.7246368859967562,0.15375888562261408
AAPL,midday,12870,5424,0.0013671022801663405,0.596675062918813,0.5703619255998031
AAPL,open,1247,534,0.001974849730747081,0.7230773335073439,0.758127593686031
AAT,close,164,165,0.003893129421517888,0.16668625446785582,-0.1288872034926829
AAT,midday,1045,366,0.0058929370074861775,0.08688417204909389,-0.11367899574487605
AAT,open,92,30,0.02559529847584437,0.20301247656194324,-0.3125244267301781
AAU,open,85,24,9.676070206271566e-05,0.04373705848609854,-0.20920318669564475
AAWW,close,258,202,0.0013416281531489541,0.26433334327380925,-0.15356694594556752
AAWW,midday,1470,631,0.0011474590659131144,0.06567359310586221,0.09761440737309524
AAWW,open,124,102,0.002805302146045921,0.024739102386769008,0.021611273917174212
AAXJ,close,562,306,0.0001730405364262705,0.3885915947380912,0.6381127915974254
AAXJ,midday,5214,1611,0.0005466584208188109,0.5441269295541067,-0.293555084017725
AAXJ,open,662,271,0.0007465448870389932,0.29368239863686824,0.3056885570256491
AAXN,close,317,235,0.0025725808494214955,0.2362198048294734,0.15630645995137527
AAXN,midday,1749,847,0.006646817325165924,0.34391057146972087,-0.00539007764069277
AAXN,open,225,78,0.008252657564119349,0.15999244749181538,0.031826678675288655
AB,close,108,90,0.003595639061653349,0.2623963572483866,-0.005549634088298783
AB,midday,684,448,0.008527143531470837,0.16420638445417002,0.02923282075350475
AB,open,53,49,0.03128324531732018,0.202622685993859,-1.2215377721745897
ABB,close,409,202,3.3026826113989965e-05,0.40281398952704506,0.7135984611757671
ABB,midday,4773,1420,2.996179038089861e-05,0.44987131848557926,0.5882403545448418
ABB,open,700,285,3.6669536826254996e-05,0.3924512476522244,
ABBV,close,934,466,0.0009662545894843002,0.6748587463443577,0.6795651450508717
ABBV,midday,8257,3203,0.0013343779239723588,0.7469252358075018,0.3461405378752316
ABBV,open,830,365,0.0023464682200750177,0.6241716100823886,-0.24257303176666478
ABC,close,364,231,0.002930687018867598,0.500807861598578,0.35072740618749376
ABC,midday,2938,1450,0.004378218563158469,0.36208078788326137,0.06473740388214078
ABC,open,188,99,0.02938657492243102,0.3254767690355908,-2.5507126547710213
ABCB,close,286,237,0.00021202833920691132,0.0014387360087958433,0.03744290667477379
ABCB,midday,1648,660,0.0012989801453412461,0.06752711639562126,-0.07585588338080895
ABCB,open,307,72,0.00604082124356783,0.07269122735908876,0.22134876265110748
ABEO,close,186,160,0.00016413795569020573,0.8114927774250079,-0.3349530370262854
ABEO,midday,1632,596,0.0002457855868974723,0.6187364483936179,0.6198139678026553
ABEO,open,249,99,0.00030227658324877076,0.32690006675147293,0.3958144162178653
ABEV,close,530,405,,,
ABEV,midday,3146,1091,1.4120574113018616e-06,0.2476030422410603,0.5937433467477293
ABEV,open,268,103,4.6128192293834614e-06,0.32374056941197354,0.7201561642094395
ABG,close,163,145,0.03330687987856805,0.14486891616932962,0.018425843871821224
ABG,midday,1564,624,0.011553402428874055,0.026971765925620964,0.026735797974723807
ABG,open,89,43,0.06433300849819462,0.02909782781493463,-0.10281799497061495
ABIO,midday,58,35,0.004143888965608882,0.19962727543105072,0.09586265423919216
ABM,close,161,135,0.002582091963512248,0.07388298421312818,-0.014486940436059026
ABM,midday,1088,392,0.005267080521948441,0.11655272522917687,0.24190564913372303
ABM,open,95,38,0.018313393954147387,0.1735857179392494,-0.23086634733871025
ABMD,close,388,257,0.010207400998073615,0.4937809678910008,-1.735872244092295
ABMD,midday,2594,1546,0.009055881488388425,0.1614984249464414,0.23752180953404933
ABMD,open,306,99,0.026008395071479333,0.3104204855786496,-0.21240980437524848
ABR,close,284,150,0.00029035564240947426,0.6858629784928182,0.26398626777842793
ABR,midday,1094,582,0.00024557925126663754,0.5287874868108915,0.5097797951905614
ABR,open,103,59,0.002039809125062677,0.4546095323405252,-1.5829292033249045
ABT,close,709,427,0.0011558682933608584,0.6423167518211635,0.6499800239174726
ABT,midday,5315,2129,0.001984825333035786,0.5596862276883788,0.5354014673202858
ABT,open,522,205,0.004248704247463124,0.44149150909755885,0.5365751142711234
ABTX,close,130,120,0.001139104996670385,0.009628762041079665,0.12450603969692275
ABTX,midday,1252,763,0.000854585767230344,0.017647850662681465,-0.030991944762803758
ABTX,open,197,57,0.0026153575781622056,0.006696316321180731,0.051880245681699355
ABUS,close,67,95,0.0005982836601036173,0.63512083974714,0.28328249094899727
ABUS,midday,753,245,0.0004319948087363967,0.42569153933982223,0.5504062768692054
ABUS,open,98,25,0.00033249608349642575,0.3320864008221177,0.7309761583258558
AC,midday,46,71,0.1283784584891415,0.5665696183478585,0.6259527591660843
ACA,close,209,164,-0.00035760711325466126,0.000339062885208929,0.003807389341108136
ACA,midday,1356,570,0.0023594475026954714,0.029714482796060343,-0.004080506090728964
ACA,open,121,31,0.015691779024414196,0.09278703296600965,-0.2470195733055114
ACAD,close,335,300,0.002128140133872872,0.6580482967776119,-4.032197905037965
ACAD,midday,2682,1046,0.0030623556319999616,0.28674080412785397,-0.02340526635870921
ACAD,open,218,101,0.0045590253195717375,0.3603386782476487,0.27533209713424855
ACB,close,428,148,,,
ACB,midday,3072,943,9.325885927472709e-06,0.33392281723605544,
ACB,open,614,211,2.7165848543482375e-05,0.5561886403630598,0.554992425271271
ACBI,close,111,120,0.0012728039305566663,0.49312358502424947,0.27912489696806286
ACBI,midday,493,205,0.0006194752983867489,0.03382335021266303,0.29740190273843226
ACBI,open,209,30,0.005412567497960122,0.08790521986527194,-0.7261960563051271
ACC,close,271,205,0.004603368475239273,0.30322821771740516,-0.09659088713683883
ACC,midday,1374,553,0.008110153350739634,0.2228617026350869,-0.10459327133059126
ACC,open,103,57,0.024421489338502786,0.2571473178803205,0.11520777596329301
ACCO,close,189,91,-1.0479739408292092e-05,0.009688463536644086,
ACCO,midday,1039,461,0.0003216517735901315,0.12365967194220923,0.06740733830409751
ACCO,open,78,80,0.0027509374496959295,0.22514761548050496,0.36622459616363345
ACEL,close,30,35,0.0003496426527347706,0.08945220082046615,-0.01573403330661649
ACEL,midday,225,159,0.002762850436443937,0.08398083370005724,-0.0010423517462807563
ACER,close,31,66,0.0012897450271914359,0.4157663136162641,0.11570968486907074
ACER,midday,242,36,0.0018099745315014026,0.25837269791267203,0.0913098740457231
ACES,midday,144,19,0.0035204678262447716,0.04558679025362272,-0.17747514900510875
ACGL,close,366,272,0.000729465665038869,0.7503098569468528,0.5511045505488283
ACGL,midday,2955,1146,0.000928122186556225,0.5629764393650967,0.6008677910510213
ACGL,open,242,106,0.002446952386039573,0.4404608255732857,0.6182952213414099
ACGLO,midday,52,18,0.0017845912223299419,0.03315232898698005,0.15165768536502555
ACGLP,midday,176,118,0.0003452717543194547,0.015405312820886837,0.06884641674950986
ACH,midday,246,112,0.0006454547746942701,0.027535512238625198,-0.022153125542255347
ACHC,close,336,260,0.001007345008113223,0.4358254972856954,0.5105552027055743
ACHC,midday,2746,1110,0.0009812840554027898,0.23836278230702002,0.35666529201544084
ACHC,open,172,101,0.0025078925607262916,0.20851003164024182,0.29918032008789897
ACHN,close,250,261,5.477028088736057e-05,0.7677971826194642,
ACHN,midday,1454,645,6.104927658116044e-05,0.49203655665692075,-2.007185953346932
ACHN,open,180,74,0.00017263823863107678,0.590328220850036,
ACHV,midday,537,130,7.139053356499694e-06,0.24770687317390616,0.014726088725937059
ACHV,open,79,29,4.457791548078423e-05,0.15550452695979985,-0.17299146402195076
ACIA,close,44,119,0.0004523331178063303,0.1518725840462362,0.2662916591224117
ACIA,midday,472,244,0.00356037982285003,0.2464088901585643,0.307449505666487
ACIA,open,44,32,0.0022560283687943264,0.07739704753770253,0.2739836813027088
ACIO,close,61,49,3.099531242856743e-05,0.10476715072473457,-0.030245489235477097
ACIO,midday,891,240,4.6604585365585156e-05,0.032308447404710165,-0.14396963952172248
ACIO,open,218,94,2.161059849529482e-05,0.03206159412693576,0.06608599225284661
ACIU,close,111,65,0.002895435160613406,0.5398670067041935,0.2828279767941849
ACIU,midday,759,416,0.0009383911267745367,0.15465318108215204,0.08957298208742981
ACIW,close,271,284,0.0012278241695490044,0.2915978213480702,-0.002402406131359669
ACIW,midday,2542,650,0.0010818516928529293,0.13443725150377192,0.2788724733078034
ACIW,open,160,73,0.003234212490225131,0.19619793824954979,-0.195086405520966
ACLS,close,71,83,0.0012405295848815878,0.12899378415570578,0.4284730062624552
ACLS,midday,691,352,0.002938943757769893,0.12923046522519918,-0.06640259094883949
ACLS,open,45,19,0.024490751893479223,0.09687390891235623,-3.5426929065977273
ACM,close,438,280,0.0016267082656457365,0.34332784964766044,0.0373873843760848
ACM,midday,2095,821,0.003507864808062706,0.18117317001557273,0.03512052806169885
ACM,open,116,79,0.01594032485250274,0.4201761231139592,-0.5848410806276538
ACMR,close,60,83,0.004223869117441804,0.18950699574172306,-0.7020355657231929
ACMR,midday,738,282,0.0029015239830314414,0.06405153694020335,0.12083095983192105
ACMR,open,79,12,0.004095558450437309,0.1220956903251,0.2805332362451691
ACN,close,597,375,0.0049398241473000105,0.4753791304819189,0.4531528877152279
ACN,midday,4877,1864,0.0070639384895784755,0.46571015827212314,0.45139918751255015
ACN,open,509,210,0.013609679143751245,0.33244104764503013,0.447455854246799
ACNB,midday,74,44,0.004597586858620726,0.1281180256513887,0.22571187001522242
ACOR,close,1022,282,2.6059265234962844e-05,0.2940653945665527,0.06578936792258017
ACOR,midday,3567,1412,7.882839844188132e-05,0.4639463787273756,0.203964318700957
ACOR,open,307,112,0.00010164071255815568,0.32990192261074996,0.6239369539336941
ACP,midday,94,11,0.003538905599688557,0.12874630942177798,-0.5292158883221607
ACRE,close,105,77,5.253074016411139e-05,0.03367248297510082,0.06232229014266588
ACRE,midday,532,318,0.0009602473708771813,0.5116504274137472,0.06177859083886594
ACRE,open,69,20,0.0018876133703338727,0.3198585056202162,0.26793084965742475
ACRS,close,72,90,0.00023831278692660774,0.5333440171417482,-1.0781328205552536
ACRS,midday,685,249,0.0002924375521145505,0.4047951463952772,0.07901092588380809
ACRS,open,50,40,0.00012839665580511718,0.026063099763245372,0.10259365964681055
ACRX,close,60,68,4.097955243330505e-05,0.6293674003114056,0.2572040209590747
ACRX,midday,679,273,7.739138167733162e-05,0.6444782192137805,0.5933767747525897
ACRX,open,81,41,0.00019701072220386825,0.5194812020658449,0.4029697714572865
ACSG,midday,338,41,0.0007894894894894895,0.03763461560399031,0.06233324867171475
ACSG,open,77,24,0.0008815789473684211,0.02276138322685326,-0.03241141505078482
ACSI,close,143,84,8.301967482565224e-05,0.12081553581740416,0.010471199849815815
ACSI,midday,1694,486,8.259300618350499e-05,0.08594160044995963,0.08036647802146235
ACSI,open,307,110,0.00010179445844876412,0.15411712951817286,0.09644314617127492
ACST,close,124,171,8.563031949220265e-05,0.27200466377961924,0.14268926066257492
ACST,midday,1099,194,8.312578628232067e-05,0.297911215278185,0.3678939181314129
ACST,open,267,81,2.0600270725746263e-05,0.09354576797953199,-0.06454907557748957
ACT,midday,274,39,0.00020444000119047154,0.0728766366055651,0.10776275643786193
ACT,open,63,14,0.0008418598978741187,0.12629969464170512,-0.2512914563575037
ACTG,midday,123,104,7.386600323663984e-05,0.016469559008787233,-0.6342414928536464
ACWF,close,92,82,0.00045355229771638,0.23442642857870724,0.16927516707771928
ACWF,midday,1723,229,0.00027310990798985215,0.3642814107497111,0.23668564983397022
ACWF,open,292,108,0.00045311309815489556,0.8764761686872458,0.5426523307949678
ACWI,close,885,466,3.285197235726391e-05,0.28357256177762025,0.29892936811021287
ACWI,midday,10981,3893,3.517873885213032e-05,0.16853165487319122,0.15723215522538025
ACWI,open,1090,485,8.320983797442415e-05,0.25537360233352296,-0.07517609681528681
ACWV,close,106,104,0.0005976512057162801,0.38336786359702674,0.13870526920525916
ACWV,midday,886,284,0.00046761001401794694,0.13965209498783288,0.2358726545326273
ACWV,open,203,97,0.0007999393254232289,0.10912989335606926,-0.1650975189784214
ACWX,close,308,226,1.7162338191984416e-05,0.2948469182174177,0.3397612837377664
ACWX,midday,4571,1065,2.13770738272214e-05,0.22927102558196594,0.2917346222079342
ACWX,open,431,207,6.701892775957728e-05,0.1835766316015484,-0.14876231099486814
ACY,midday,54,30,0.012863727921774907,0.1364709683479523,0.3678296550422169
ADAP,close,322,281,0.00014111506496219977,0.07517076291560738,-0.2559374078911636
ADAP,midday,484,1991,7.227769061157548e-05,0.11074491446051422,0.4448122966750643
ADAP,open,73,22,9.275991349826128e-06,0.013330318519085196,-0.2708429457058956
ADBE,close,746,394,0.005826553532226418,0.43439672201377144,-2.847313485093381
ADBE,midday,6406,2287,0.0036981098225334587,0.20295249159221188,0.3341579512189302
ADBE,open,667,292,0.013307434430290251,0.3935383923322053,0.13794270231255035
ADC,close,211,185,0.013072972021098311,0.25433782158238355,-0.028876790993125123
ADC,midday,1229,355,0.013370234594402891,0.1920719854560601,0.14399569136209123
ADC,open,114,32,0.040200949509477,0.041197570199384616,-0.82614318233118
ADES,close,95,196,0.00041769541592875524,0.1832340052951761,-0.13652976388892268
ADES,midday,628,378,0.0012865850455240618,0.19826090523412243,0.17728420819845803
ADES,open,85,27,0.0005085084742917383,0.1509353930345068,0.2022471753656786
ADI,close,590,383,0.0024992793208567505,0.6131287533298108,-4.172049985399368
ADI,midday,4196,1724,0.003913357928041371,0.43588268520039497,0.30097732318164194
ADI,open,439,196,0.0057917425403928935,0.46768646275338804,0.5023323665633893
ADIL,midday,148,75,0.00024018844891350377,0.028134849627628352,0.10723381887694272
ADM,close,605,392,0.000410085563300659,0.6890582988319468,0.7187287562920017
ADM,midday,3807,1738,0.0007108117064341963,0.6002517862482525,0.4846469213162765
ADM,open,380,190,0.00047330533834672226,0.1660055038277325,0.32797380223608275
ADMA,close,162,191,0.00016515284570961573,0.08835087413872621,0.5714480542966753
ADMA,midday,1021,295,0.00028277901918725187,0.3137635732975442,-1.7877753187708363
ADMA,open,102,45,0.0002570892504930135,0.2010152374787855,0.03443578021770721
ADME,close,32,23,0.00020305951383067897,0.3811422157906594,-0.10965103949065713
ADME,midday,383,79,0.00019602538327149465,0.4341013729544551,0.47950961425741634
ADME,open,108,38,0.00016089982998820286,0.03197584623869217,0.040417615074530566
ADMP,close,48,36,2.1175892309683177e-05,0.12319649271391833,-0.05901748134514628
ADMP,midday,616,159,3.299582996564818e-05,0.1162836242331533,-0.0093238574411314
ADMP,open,39,26,0.00011605019376760839,0.4709134331240034,-7.331536268881829
ADMS,close,101,126,0.0005559716959192831,0.5544514522036821,-12.985678838274445
ADMS,midday,611,265,0.0004166118381743669,0.31536002214525855,-7.574272029573461
ADMS,open,98,23,0.0005686778013432679,0.21374036607265887,0.3700599506150314
ADNT,close,337,242,0.0016283721261256294,0.5385428800881862,-0.05359490938414502
ADNT,midday,2445,987,0.001866566318958696,0.2063627849742673,0.3053984254872991
ADNT,open,202,45,0.01983870606768028,0.4741799574672287,-1.3147692362535968
ADP,close,636,384,0.003162335138256932,0.4135841192762288,-0.6738999569844235
ADP,midday,4339,1748,0.004252439590362287,0.24933652593490777,0.31967706452984135
ADP,open,525,198,0.006773235495261897,0.317789245326462,0.3313990490849362
ADPT,close,276,238,0.0027728709403427323,0.5527968048708654,-1.6513666253563613
ADPT,midday,1536,499,0.002976195462583669,0.38946230557725,0.418541731951108
ADPT,open,225,80,0.004120480252344666,0.3873788506925443,0.4893603551528253
ADRD,midday,343,92,0.00034495349482385686,0.012942369177599309,0.0743103823575052
ADRE,midday,155,74,0.0005621079028437451,0.0727074352591366,-0.0006497242674987636
ADRE,open,55,10,0.0007165760703597386,0.04602287530037297,-0.0651740407043222
ADRO,close,51,58,,,
ADRO,midday,646,253,4.735274273890567e-05,0.2553247050790114,-3.2854335624105726
ADRO,open,61,57,0.00023833267787114722,0.06490085066556196,-0.006164963303538107
ADRU,midday,134,35,0.00022202741746041272,0.05868423850156065,0.1960418895728635
ADRU,open,53,32,0.0015973343802210699,0.35011149593565283,-4.957879533776127
ADS,close,305,231,0.007908728266113536,0.5857164155295502,0.4675176879651616
ADS,midday,1953,872,0.009373388378520045,0.38942636159219596,0.37663848247789555
ADS,open,185,93,0.004071222008737127,0.08231624404196627,-0.0026783496209723534
ADSK,close,576,342,0.003433837684960467,0.22046018745713583,0.27238256603362354
ADSK,midday,4669,1790,0.00585044531142089,0.2808451510968779,0.3523526740634033
ADSK,open,414,188,0.013443642006736005,0.32436310775749017,0.3481976270119289
ADSW,close,104,75,,,
ADSW,midday,368,153,0.00026769970240848667,0.8064691598311887,0.7004490983765453
ADT,close,371,221,7.185651502055078e-05,0.4596117486832045,0.03475731393209247
ADT,midday,1580,768,0.00029783904652048765,0.40254167683597064,0.38276047700811444
ADT,open,123,39,0.001291274107427074,0.2077136548675035,0.32314005733510043
ADTN,close,201,156,0.0004409206767844217,0.24039421995715818,0.22946009749917262
ADTN,midday,999,326,0.0008530070022995736,0.2206022062795477,0.1815628797224771
ADTN,open,133,47,0.0007400214653269813,0.0030936350031633953,-0.16664114395427765
ADUS,close,299,149,0.0050407983547368996,0.05233190978107725,-0.08651710629906328
ADUS,midday,3900,1294,-0.0018529815345668258,0.005932868343458304,-0.0101903494023039
ADUS,open,152,56,0.024560998506743002,0.013103057261268189,-0.092722467877695
ADVM,close,243,237,0.0008544471412539591,0.62019137541472,-2.9995189525718176
ADVM,midday,2022,787,0.0008398492597073573,0.30402181368906145,0.3922447415724134
ADVM,open,212,129,0.002456533816072947,0.514909513515713,0.4661782380753551
ADX,midday,160,54,0.0008097429839702642,0.23489908653186872,0.3083556013223545
ADX,open,33,21,0.0067640091848088285,0.15850464930559674,-7.941765500687023
ADXS,close,202,158,1.923137033740155e-05,0.3990674196445291,0.11195925213860891
ADXS,midday,2000,426,2.5375937755334956e-05,0.11471897558731352,-0.036929617817657245
ADXS,open,312,118,3.014806944170781e-05,0.15676602449870117,0.15569071196557216
AE,close,39,40,0.014369403919826986,0.004595276476685018,0.05120867190024614
AE,midday,406,172,0.07697639080010504,0.08012234561011408,0.05845560213249945
AEE,close,571,376,0.0011688117356964227,0.6322472588302261,0.6404904596138347
AEE,midday,4333,1933,0.001781600078599934,0.5170189648181422,-0.02875555165600452
AEE,open,293,161,0.002982441642940861,0.15364181940229585,0.5940756699690024
AEF,midday,80,16,0.010240935335497282,0.15107237429285458,0.2622217634984291
AEG,close,124,82,,,
AEG,midday,1694,407,2.5629238051060815e-06,0.13832555407056207,0.47664221044183475
AEG,open,222,89,1.003974248984857e-05,0.16162905947621578,
AEGN,close,167,107,0.0009876396476230208,0.035303048378456825,-0.09294378729305164
AEGN,midday,728,494,0.0016170243041175234,0.10933477709530359,0.00943525224841446
AEGN,open,142,71,0.007935400509294638,0.025182346993351423,-0.744121323385831
AEHR,midday,59,15,0.0012890618214214293,0.0811193320118395,0.04495143739920071
AEIS,close,313,233,0.0007413859539165566,0.006211443960204983,0.04593920194730705
AEIS,midday,2113,557,0.0017055801671093198,0.023684552455595004,0.0016551046664512459
AEIS,open,200,94,0.009379878728635374,0.07848848158204447,-0.1367394804844424
AEL,close,339,227,0.0012956428454938807,0.5125571652611794,0.528740687926293
AEL,midday,2998,752,0.0014155216721841114,0.32625446948882036,0.29895713386110667
AEL,open,203,112,0.0043883136182029615,0.07692614494666387,0.3956562238361403
AEL-A,midday,151,62,0.2073337286975003,0.5872462865460084,0.5853795352362989
AEM,close,533,345,0.0024618226892984623,0.256418849004595,0.12390943636686802
AEM,midday,3981,1565,0.006691484648928466,0.16916260073637618,0.26034604558128505
AEM,open,324,244,0.02288754455313425,0.2735060372277776,-0.7265465441784968
AEMD,close,81,26,9.73575989577594e-05,0.13258183206150212,0.13890855299295157
AEMD,midday,218,106,0.00026166756046299203,0.07581439928665315,-2.3027366252442807
AEMD,open,58,16,5.907937251727948e-05,0.030580524054338896,0.10427545794095272
AEO,close,661,384,9.07178470586127e-05,0.7600390483884899,0.341392057671827
AEO,midday,6181,2483,0.0001567777048802636,0.6853141289712099,0.5976730584209602
AEO,open,641,272,0.0004528947192176546,0.4754421335825773,-0.02448010057310812
AEP,close,529,335,0.0009957106153742237,0.44263810576685503,0.4490722078641235
AEP,midday,3698,1667,0.002661790781273336,0.5247282601937935,-5.914076711091087
AEP,open,332,192,0.006071623725257568,0.5089580002245602,0.3928412649711315
AEP-B,close,171,86,0.0010143133444569965,0.03878772152749358,0.034510194389481774
AEP-B,midday,1628,475,0.25230594244332677,0.41715319122272304,-2763.776711502147
AEP-B,open,167,195,0.24868360485457133,0.4697230623203806,0.3531931604847919
AER,close,240,175,0.004477670046492617,0.2178196197541595,-0.046153762291472944
AER,midday,1715,658,0.0048462814685686076,0.2720323758679357,0.2356662416003149
AER,open,253,95,0.011970605087089413,0.17432626117728284,0.3216264286933024
AERI,close,240,224,0.0019927718355905724,0.28094383867494893,-0.1356710813192561
AERI,midday,2018,719,0.0020228454932413494,0.23017195681422262,0.17940052341578872
AERI,open,266,184,0.004617608928778839,0.5169022968320717,0.33062775092267527
AES,close,559,351,5.460907384061352e-05,0.7385906132848615,0.5810868801617556
AES,midday,4756,1829,8.841654878884462e-05,0.5714484321347298,0.4968279402620822
AES,open,324,207,0.00021874167540982597,0.3075927547604778,-1.5661122292905651
AESE,midday,235,32,0.00864829050766726,0.2932111061791071,-0.45943211302498566
AEY,midday,70,37,0.0017637622743118767,0.2914631822251564,-1.3445547210062094
AEZS,close,67,26,1.5881911144319806e-05,0.018391561623545858,0.17196812726607646
AEZS,midday,340,180,0.00021991676831103257,0.13365739857794404,0.06773360381969074
AEZS,open,51,72,-2.1505215753892684e-06,0.003825415679458039,-0.13135686661141
AFG,close,246,214,0.005782564259696937,0.1186615019563091,0.0205872385577901
AFG,midday,1621,765,0.009741563694749803,0.07680275970498693,0.11430685684378417
AFG,open,117,53,0.05979645929858205,0.08461710800374825,-0.09908600770005971
AFGC,midday,191,62,0.03269204492090308,0.1054212224446493,-79.10946816214583
AFH,midday,94,36,0.00013543792753638518,0.14378801885146095,0.14153769070926436
AFI,close,82,56,0.0028219584457407016,0.2841947265537737,0.04984748191032784
AFI,midday,384,145,0.001715774781997155,0.27858692623696685,0.3654054859562087
AFI,open,66,41,0.003032899854050122,0.316460570639226,0.33489848726973204
AFIN,close,115,112,0.0009058130077302199,0.3961553497720992,-1.9450819594120485
AFIN,midday,964,428,0.0004523622368087273,0.2683806570623075,0.34170769988957206
AFIN,open,76,66,0.003194289401209859,0.17430738264147622,0.38968156882160454
AFINP,midday,59,24,0.00014253055361976698,0.08626661757836396,-0.04936011129736184
AFL,close,534,394,0.00024345227263859598,0.5309176384081152,0.6838179604777423
AFL,midday,5710,2082,0.00046197405637321077,0.6343248248344462,0.5219801179462028
AFL,open,310,279,0.0010203395120555534,0.38892030914984577,0.4153492549935569
AFLG,close,33,33,0.000409053738317757,0.9776803172147618,0.9490940255309632
AFLG,midday,438,138,0.0006008695836937301,0.9841990188384206,0.9796559308003442
AFLG,open,95,37,0.0010387509328644304,0.9610278662510595,0.942584711365652
AFMC,close,42,21,0.0006710218142480543,0.9810431055448099,0.8828340649840934
AFMC,midday,357,113,0.000890555321867718,0.9897268150144912,0.9842814610908318
AFMC,open,64,17,0.0015909474750886675,0.9677774585548592,0.8466869125959091
AFMD,close,151,134,0.00014702211210834614,0.8918514536440595,0.08158412995400843
AFMD,midday,1108,532,7.49797536747153e-05,0.3742318404513091,0.480561283188085
AFMD,open,108,28,0.00044086536126545107,0.2304002023236241,0.6363243517316264
AFSM,close,38,24,0.00043836415328165625,0.9916099467336775,0.9005613179901998
AFSM,midday,345,140,0.0006018409012415486,0.9806506484672671,0.9771702479841977
AFSM,open,73,19,0.0010150322387164493,0.9405895936935421,0.9417966849875067
AFT,midday,33,32,0.08844213471916851,0.7867742545517178,0.46421837075076333
AFTY,open,57,29,0.0016071428571428571,0.034033613445378155,-0.2002125850340133
AFYA,close,35,75,0.004557577728649601,0.21055211499102114,0.0463099306503616
AFYA,midday,574,152,0.0002879783759714886,0.003678303042441997,0.005581673550490329
AG,close,982,459,5.872721669630284e-05,0.5687850711466969,0.09727190030936084
AG,midday,9066,3770,0.00012132685038299766,0.585103886493434,0.5221486935829889
AG,open,863,407,0.0002795661052396322,0.7206531642243208,-2.3154355196091267
AGCO,close,307,228,0.014755410787820805,0.22650469508805432,-4.9781710527163625e-05
AGCO,midday,1438,592,0.01146349528940062,0.16916406815181018,0.22470802119993427
AGCO,open,119,37,-0.002295654626075396,0.00010990167582517794,-0.08143263497342179
AGD,midday,119,16,0.001020538920509094,0.15664800516248892,0.06646502066400939
AGD,open,39,22,0.004071634064317846,0.3654014625436077,-0.08478916723221563
AGE,close,51,15,0.004558320121742861,0.2256803968554602,0.035818902665921026
AGE,midday,125,77,0.002181839078474478,0.18873790372174545,0.025758206548590734
AGEN,close,219,163,0.00014005220940941114,0.5362012287353073,-2.000613040384771
AGEN,midday,1682,620,0.00020981195257265543,0.4814067134783373,0.2492856704850004
AGEN,open,173,60,0.0005206683626507763,0.46210385449834374,-0.7984082055832435
AGFS,close,38,35,0.000543616136495618,0.3584976956612056,-0.358789058471896
AGFS,midday,409,107,0.0003519450056497491,0.029610584651556894,0.061302498975190356
AGG,close,401,254,2.281211128788074e-05,0.49390480434454986,-0.33460068350587724
AGG,midday,5626,1709,3.306274683150893e-05,0.38641793840917266,0.398150050428015
AGG,open,523,245,7.448997508642634e-05,0.4142227866188102,0.16829283245631899
AGGE,midday,55,13,0.00403241412675375,0.6245924554823964,-0.7776188264835202
AGGY,midday,264,22,0.000724768219132759,0.2014303825014451,-1.9260836984181928
AGGY,open,94,13,0.0008428507624577299,0.2157763289160196,0.1517602073448565
AGI,close,427,357,4.409986190452959e-05,0.29817823404897675,-0.07439682871959064
AGI,midday,5347,1879,5.94108015931323e-05,0.46563125416097517,0.3926526334286491
AGI,open,510,282,0.00021634266657715207,0.1735669252605336,-0.1908965961646245
AGIO,close,360,285,0.002066748751247157,0.4632211383351301,0.2295979639186433
AGIO,midday,3172,1411,0.002829538250426353,0.14570601514400486,0.22495226527042078
