sym,session,n_in,n_out,beta,r2_in,r2_out
ABEO,open,105,43,0.00043374401096037504,0.5622371702087833,-1.5585548173509296
ABEQ,close,62,30,-4.820892526976074e-05,0.024103128316439473,-0.11793910348034675
ABEQ,midday,480,251,5.3675247674602765e-06,0.00013907807219984089,-0.0035704119373969334
ABEQ,open,143,29,1.1553758510272903e-05,0.0019759878260420982,-0.03917428847895699
ABEV,close,629,297,2.1177355543763394e-06,0.3727303608412426,
ABEV,midday,5441,2956,2.941108004058472e-06,0.6090193772891821,0.5328139959018605
ABEV,open,565,268,6.74376432713795e-06,0.48540160215045247,0.551774327992887
ABG,close,327,117,0.015143405276049007,0.07309207772556636,0.0748156424743659
ABG,midday,1941,993,0.007281576048723225,0.010654392180137523,0.007997056992563922
ABG,open,165,20,-0.004753725101289803,0.0004400792113941137,0.021664779258028677
ABIO,midday,172,13,0.0046692345211719055,0.5357791176304015,-0.9100757761192548
ABM,close,420,226,0.002430019931858336,0.12985429015984723,-0.0045503044151156136
ABM,midday,2474,1324,0.0017725824133199397,0.018586086338355772,0.00958933311981136
ABM,open,216,84,0.006702508789979659,0.0252694856292474,-0.06859792851288726
ABMD,close,433,222,0.008525849184045982,0.3493892114908,0.2661050853724162
ABMD,midday,3658,1544,0.010618107179682987,0.2199628542983829,0.2792767246885802
ABMD,open,381,120,0.012477598339162416,0.14175149469663378,0.12372176772534882
ABR,close,164,147,0.00039733831561784415,0.787927810292806,0.7383052533135466
ABR,midday,770,368,0.00028602895297197425,0.36502484276871744,0.510433082507983
ABR,open,110,33,0.00021456743110115687,0.10634824969110614,0.13965285477686373
ABT,close,868,479,0.0014586853191318765,0.6438103018386899,0.5176637412380594
ABT,midday,8014,3346,0.00198931564500157,0.49607521299078317,0.6132204264422945
ABT,open,701,380,0.004755659333353655,0.49634774917904495,0.38982292365454707
ABTX,close,259,199,0.0019264233177158506,0.19993241866634606,-0.513798160174409
ABTX,midday,1285,648,0.0006684544220764268,0.0063404936359031374,0.07560615451480368
ABTX,open,187,41,0.0043020403340902616,0.11079754204910246,0.09136891018130311
ABUS,close,102,104,0.0004566908280357292,0.2713686723148172,0.04962790576106979
ABUS,midday,373,262,0.0005866072431077675,0.40723002435901934,0.13690419193675507
AC,close,100,77,0.12204833235623636,0.233386764418904,0.31354067952092357
AC,midday,357,510,0.06832801067615736,0.1416172550902998,0.20333615001189798
ACA,close,241,121,0.006183219568497981,0.08066819912918971,-0.034844689549559105
ACA,midday,1313,751,0.004825956428121318,0.09225332508820132,0.09906802431576844
ACA,open,151,31,0.007262142669435651,0.05563024410163692,0.03822650812626782
ACAD,close,416,287,0.003530050388679266,0.2920961606593674,-5.170235174246195
ACAD,midday,2776,1240,0.0033012226732040085,0.2974819836015674,0.2876344675895782
ACAD,open,261,134,0.004747542347494839,0.14706794923543642,0.24508463195424524
ACB,close,549,389,,,
ACB,midday,6680,2872,1.0586685477629635e-05,0.5248599897794199,-0.5669872970685579
ACB,open,572,189,2.183913246843727e-05,0.5508912783965152,
ACBI,close,151,105,6.244126226196888e-05,0.0002367549187107155,-0.04647429430206618
ACBI,midday,986,603,0.000394428353731828,0.005247072278644469,-0.0018025849663356741
ACC,close,339,242,0.0021637066645887586,0.3112368072640312,-0.04699333550086804
ACC,midday,1716,819,0.005925018448991152,0.2690851397846694,-0.48940495413941654
ACC,open,150,54,0.008093183968551243,0.1835950421699101,0.230179983584625
ACCO,close,224,180,0.0005207732948570623,0.5033200300565562,0.03463036599771385
ACCO,midday,1237,526,0.0010750757240372626,0.38123070492668915,0.1951381391260706
ACCO,open,174,92,0.0021688085521572704,0.27779157283735545,0.34105725414507015
ACEL,close,167,43,0.00015719075862236998,0.018470622204608753,-0.0012033469242109796
ACEL,midday,439,207,0.006951618392489584,0.11470335550947079,0.012376677975391659
ACEL,open,44,51,0.011085472535816952,0.2778515039863805,-0.6080185632365294
ACER,close,50,39,0.0024925927503921135,0.32202915794101683,-0.6073363665649176
ACER,midday,114,129,0.0009075213166382026,0.12538770809377572,0.08369783558193755
ACGL,close,820,424,0.000770863797317196,0.6646574490135162,-0.6755982569023826
ACGL,midday,4656,2871,0.0010748392206392746,0.6061525459381033,0.44683634973977315
ACGL,open,362,233,0.002074611450807548,0.20030665606904455,-0.25299426964435856
ACGLO,midday,57,60,0.002397874256135199,0.033122298959680725,0.1577721713726663
ACGLP,midday,157,95,0.0003286920779117749,0.01559165895634204,0.039470439631578924
ACH,midday,66,26,0.0012057073723303255,0.022336294752821846,-0.16218440507799392
ACH,open,45,11,0.0010341494845360823,0.03651947024599367,-0.02556274570311956
ACHC,close,431,359,0.0010295897587094963,0.4667721071302659,-0.23999814715328682
ACHC,midday,2695,1421,0.0012689499410974262,0.2125299189482428,0.2295029188322989
ACHC,open,215,77,0.004026844281242995,0.12848807458722622,0.2914734073409755
ACHV,close,36,27,1.929338022287654e-06,0.0032771871905178233,0.04288819108296349
ACHV,midday,278,160,3.7295072221990745e-05,0.05339335580786319,-0.25929274005936964
ACIA,close,141,135,0.0034641646404903804,0.21548756635640862,-6.323369272544163
ACIA,midday,713,488,0.002501670383257675,0.13585090792931392,0.11907936569711541
ACIA,open,73,26,0.0039585203501778885,0.40595852281448197,-0.22121038110305635
ACIO,close,208,81,2.5833965066532366e-05,0.046059935670821915,-0.0009640124417307216
ACIO,midday,1571,903,5.060995357348363e-05,0.013157227378835549,0.013543354164581856
ACIO,open,304,45,-0.0001341062692260157,0.02237144794380389,-1.4656960362173912
ACIU,close,86,89,0.0017448086459801071,0.25885091689859513,-0.5021582042387518
ACIU,midday,566,334,0.00133597206147202,0.10319455388636455,0.02858556590809036
ACIW,close,566,292,0.0011087915941695255,0.3216039340143557,-1.021272715048576
ACIW,midday,2323,1597,0.0013704999966553746,0.21314873899339357,0.20148770675378647
ACIW,open,202,88,0.0032217786677880994,0.13703226793505818,0.07254889348875515
ACLS,close,206,162,0.0016257035443966639,0.16794511475340823,-0.07473412807815105
ACLS,midday,1375,631,0.00017092866096948904,0.001281143053827406,0.012416580930218024
ACLS,open,152,77,0.0034348918117470483,0.047886621930237426,0.10581665109721061
ACM,close,542,299,0.004000245013893234,0.22034136758371464,-0.4012463765718135
ACM,midday,4613,2138,0.0038137766271092877,0.2301341165188936,0.1669638407770575
ACM,open,262,68,0.00963394732806992,0.21875452412155888,-3.0526102723858592
ACMR,close,321,147,0.0009931742687913487,0.15080878211116713,0.04316215730466466
ACMR,midday,1013,685,0.004508290188753186,0.15293225618535666,-0.007251065457985595
ACMR,open,173,70,0.000380848501586367,0.03929282956896285,0.06005001773758778
ACN,close,815,416,0.008525365450334072,0.5766517185695909,0.5220937719310446
ACN,midday,5376,2778,0.008232293757339007,0.42347256107984527,0.505210599701603
ACN,open,552,246,0.017676987055428924,0.5578635106488835,0.6389352397221557
ACNB,midday,188,128,0.02729600309861389,0.21013634096944878,-0.20298219092846637
ACOR,close,197,199,7.348703268692104e-05,0.69048415912631,-0.5156982154866445
ACOR,midday,1244,580,7.584809548696925e-05,0.5223978689297715,0.46803471964947774
ACOR,open,117,35,0.0002641506646772671,0.4932242866378785,-0.29304442716303014
ACP,midday,128,63,0.006317678620513679,0.22850696157416162,0.32065807395824264
ACRE,close,174,112,0.000227808140374954,0.20618158924226163,0.03592640546072534
ACRE,midday,932,455,0.0010017753650832454,0.4980453187633209,0.1260641868545549
ACRE,open,114,33,0.001648700213013748,0.15205152978000747,0.798224480573938
ACRS,close,71,163,0.0001878645365954621,0.8351029894917955,-3.209308652363358
ACRS,midday,949,378,0.0001529756701594423,0.32218615486743846,0.28312375409229795
ACRX,close,43,74,,,
ACRX,midday,623,290,6.071636005259971e-05,0.42606839989767004,
ACRX,open,44,15,5.266045327543255e-05,0.020921245794139703,
ACSG,close,63,15,0.001,0.06631578947368422,0.13550984698341273
ACSG,midday,683,479,0.0009610121633362293,0.03695799040135894,0.07288975338121384
ACSG,open,129,35,-0.00031428571428571427,0.003650626037109669,-0.032608695652173836
ACSI,close,252,140,6.823541782457827e-05,0.06551321225218426,0.005985732031033253
ACSI,midday,2146,1119,6.563522594776434e-05,0.04957861497882441,0.03674986676025005
ACSI,open,405,122,2.0974730749340724e-05,0.005196755863009282,0.022351518034066764
ACST,close,87,53,2.270680760341966e-06,0.2497156227472501,0.04502029577031763
ACST,midday,860,277,1.2483244240619036e-05,0.04676613795076456,-0.02034900469346601
ACST,open,62,65,2.32363859663792e-06,0.003077977387605553,0.0365654950066342
ACT,close,65,36,5.4547525632639734e-05,0.000990222790673616,-0.03604333399613879
ACT,midday,529,277,7.070082813043269e-05,0.006109269910720586,0.005730760133886292
ACT,open,243,26,0.00040164916193666266,0.08307028131210449,-0.9493160456786973
ACTG,close,48,45,9.213107667989377e-05,0.015566146259915965,0.15668583559795735
ACTG,midday,265,279,0.0012215656106359157,0.6322793053164927,-5.71656409492366
ACV,midday,60,17,0.026415365167162065,0.04762372920707119,0.15811999798423215
ACWF,close,217,95,0.0004806165595612852,0.9653894282233564,0.8171402349634869
ACWF,midday,2565,1033,0.00029104629593954174,0.38550846521520044,0.5111361430963327
ACWF,open,465,179,0.0004203646629462469,0.8361696171754208,0.25541548747351983
ACWI,close,1214,524,4.495782200462998e-05,0.4255588894578422,0.15147841202526902
ACWI,midday,12691,5253,4.2504107609471706e-05,0.2926051935812957,0.2823003534006555
ACWI,open,1234,530,8.410850988704704e-05,0.34004485448176897,0.12831177217432066
ACWV,close,401,249,0.0006724705825550769,0.19318090852558442,0.049226861000120525
ACWV,midday,3905,1877,0.0006012446567347078,0.3494450818073458,-0.021032964646100716
ACWV,open,314,221,0.0006924267899526295,0.39013944291049,0.49014820952999794
ACWX,close,804,366,1.9719427804770537e-05,0.33290712423196284,0.2735337638257789
ACWX,midday,8323,3526,1.5450605861394653e-05,0.1795383649537856,0.2763294117507664
ACWX,open,1013,374,2.7843510939759917e-05,0.1004630021934516,0.2239623863985315
ADAP,close,55,123,1.9384860266472305e-05,0.17256402609213645,0.028325311062483594
ADAP,midday,660,272,5.036609297703315e-05,0.15043642660437198,-0.4326231539239096
ADAP,open,99,42,0.00010671305519740367,0.025053624309124174,0.348407850441529
ADBE,close,836,412,0.0051907587366590464,0.35617674826525453,0.262159199858612
ADBE,midday,7300,3101,0.007742082958642005,0.4240614771969433,0.35994199286570605
ADBE,open,796,366,0.014138422388884837,0.3746401109737791,0.2937934002610476
ADC,close,421,215,0.018635626464168765,0.22842213936703823,-0.15010728858054767
ADC,midday,1903,1071,0.015174581167482283,0.13877917169193632,0.026861233789841288
ADC,open,192,41,0.011928492340754245,0.20758028421305058,0.20262317633129612
ADES,close,183,89,0.0011997672635350076,0.3627010175500214,0.052619055696979444
ADES,midday,466,240,0.0013517560770496709,0.08329758139112257,0.21015129538337718
ADES,open,54,11,0.0016553123608761254,0.27326407291579075,0.25401075146854923
ADI,close,913,492,0.0024687257940802752,0.5068475070591331,-0.15975328781485998
ADI,midday,6814,3396,0.0030896388444617883,0.4467287594283986,0.46547028849427974
ADI,open,681,331,0.007610682172563475,0.37434139044091636,0.4096816345524741
ADIL,close,143,21,0.0004084810728469547,0.0655582467482797,0.1585574471530964
ADIL,midday,46,29,0.003824184669947686,0.538752343410061,-1.1728115781562805
ADM,close,935,500,0.0005183993730477228,0.7156838062164801,0.6495114937423119
ADM,midday,5607,2562,0.001460486073741832,0.5842511047186285,0.4315506577279693
ADM,open,566,306,0.007070915415087441,0.0906253065123046,-0.7207736193252445
ADMA,close,84,135,0.0004167240211258443,0.4314068243446804,-7.340581771368937
ADMA,midday,1072,361,0.0002951223795687545,0.42389256583373525,0.49076117910238604
ADMA,open,115,50,0.00024817552740483785,0.11758890709352157,0.25880352555062347
ADME,close,107,50,0.00022543934693304858,0.5467435859699384,0.4184680199916567
ADME,midday,861,518,0.00019227414608046964,0.473513106471933,0.5644704276948436
ADME,open,306,63,9.616605314473777e-05,0.04135459016564345,0.3537134674892777
ADMP,close,46,28,6.561175221522661e-05,0.1427502398554616,0.10263307168933855
ADMP,midday,245,155,0.0001152721909686671,0.256257990486876,0.06061904989505562
ADMS,close,104,107,0.00048381095007421065,0.3076231167347603,0.3103833536216266
ADMS,midday,993,324,0.0006919921139027074,0.22620054829186456,0.16045561833253774
ADMS,open,136,73,0.0009769791428811325,0.3119341006921037,0.18914901736637313
ADNT,close,539,303,0.0017301458771956026,0.28716948410211474,0.061764327332608504
ADNT,midday,2913,1393,0.002435434320883611,0.31293887765721945,0.31660816127162006
ADNT,open,240,88,0.007387011144318166,0.333995998523438,0.012563518319591349
ADP,close,903,468,0.003315422267839137,0.41902822624463554,-0.13790137113624024
ADP,midday,6350,3129,0.002975343502503774,0.4083996692802652,0.4369849111898423
ADP,open,626,274,0.0057920199283093094,0.13866447163403423,0.6135394686375626
ADPT,close,404,234,0.0008774120598369948,0.07028725397760298,-1.6369646077899827
ADPT,midday,1544,841,0.0020644837207639357,0.2245848435238861,0.18014721574017245
ADPT,open,180,55,0.007349556936012605,0.20670744806537544,-0.886503061063914
ADRA,midday,155,113,0.0036900293387045983,0.04647396157504166,0.7516628683986614
ADRD,midday,390,215,0.0003165044266945778,0.0765007033642314,0.06505509504427254
ADRD,open,93,40,0.0017491366723063019,0.3945228471576707,-1.2464529915332663
ADRE,midday,419,194,0.0030385736345797973,0.2257805620068455,-0.10562744448735928
ADRO,close,121,114,0.00012937936344386376,0.9004253190785549,0.10426735838672008
ADRO,midday,809,482,0.0001588704497574804,0.4717778355912378,0.17305989037564273
ADRO,open,72,21,0.00016126968039895912,0.29147239428152266,0.21574980335212102
ADRU,close,52,23,0.002550197203298673,0.5307469673288021,0.8362022220895472
ADRU,midday,227,121,0.0006793331111759071,0.14169425600319827,0.12070943315438099
ADRU,open,101,36,0.001100052693979713,0.19250778060622611,-1.612078823540417
ADS,close,517,367,0.006260490147905936,0.3966912237859046,0.34051131301752746
ADS,midday,3271,1691,0.02024789118687745,0.4751447456644029,0.11201328975873293
ADS,open,435,168,0.03682526897290147,0.2647566618166818,0.5794940605016841
ADSK,close,673,408,0.0065320637530350755,0.45932139129082367,-1.137016740502526
ADSK,midday,5917,2717,0.004773565616339968,0.29782341556469194,0.3100012072886986
ADSK,open,493,263,0.015230366518697285,0.17454604205280952,0.2155211812691743
ADSW,close,120,99,,,
ADSW,midday,452,341,0.00013402987779972207,0.3989900413349727,0.12181709417219755
ADSW,open,76,24,0.00014179281759726478,0.0009817528710786116,-6.644119833530388
ADT,close,362,225,0.00026587840615665783,0.7355877629678929,-1.1995848192181664
ADT,midday,1793,1030,0.0002688641225880008,0.5593251785423482,0.5478147226268634
ADT,open,182,81,0.0011908911404401275,0.34847582409521005,-0.40839439748629225
ADTN,close,195,213,0.0005783703759703516,0.164498923616659,-0.9405546411992214
ADTN,midday,952,484,0.0010273310463284017,0.1882827826651708,0.06839175574250844
ADTN,open,97,32,0.0017832034305667562,0.03397513366692244,-0.06534961688544261
ADUS,close,338,245,0.0001698652329258257,0.00011546391650603781,0.014552063818734973
ADUS,midday,1484,761,-9.094455696514294e-06,2.9180888658648477e-07,-0.0010187286442140397
ADUS,open,120,55,0.003953225793970111,0.006784939451010146,0.11764232652138629
ADVM,close,296,209,0.0008128915385137969,0.34656669088142317,-28.11309277388168
ADVM,midday,2063,788,0.00027438659298907267,0.0635929057701471,0.15466975229468016
ADVM,open,213,42,0.00156435059647434,0.2855879661910206,0.05087901564838915
ADX,close,41,36,0.0003156439626500533,0.08380503467746366,0.01368535575103369
ADX,midday,450,182,0.0020796477254661286,0.5329497217901062,0.5745154579383638
ADX,open,77,24,0.0022259237174800423,0.05660066631965964,0.6669510487013368
ADXS,close,403,235,2.1361179805038535e-05,0.139996431254774,0.231839732999789
ADXS,midday,2789,1477,1.7765876101661975e-05,0.10056427721493039,0.11057263509291115
ADXS,open,573,157,2.784053408447005e-05,0.19901596554887624,0.2917012124708901
AEE,close,738,427,0.002094093142484098,0.5624700239041167,0.40921433647913674
AEE,midday,6721,2927,0.0029458781393472,0.3788765400963572,0.41604055453605027
AEE,open,356,167,0.006570341435828152,0.25064017460682,0.3566565045333505
AEF,midday,51,26,0.004410529084473217,0.09581159375575096,0.1954352120207119
AEG,close,173,63,7.23289429587547e-06,0.6943555816116499,
AEG,midday,1701,454,5.586110175436504e-06,0.46341259288863107,0.6206390440340843
AEG,open,366,98,1.099355237274959e-05,0.5389421679164144,
AEGN,close,203,119,0.0010366918080624119,0.12058021592525929,0.1466732718971384
AEGN,midday,1704,703,0.0003242617528623651,0.0035230861696168778,0.026986345563768444
AEGN,open,172,99,0.003432172184836105,0.05149649161229124,-0.2691685490713924
AEHR,midday,47,34,0.0010682495988028745,0.39376717347406776,0.12289351154753769
AEIS,close,365,262,0.0024964227438936883,0.03415639260564669,0.25486730593635865
AEIS,midday,2433,1252,0.0004444424344772332,0.0005020617809514995,0.004288308658465079
AEIS,open,229,113,0.004521732001649963,0.014453130690234992,0.02407374383277483
AEL,close,513,255,0.001459475932224882,0.6121271582876391,0.11076783754342379
AEL,midday,2316,1578,0.0019554257595231937,0.34005499500346387,0.3914499219148764
AEL,open,254,94,0.004241568100206332,0.16012971126285125,-0.15097738708388952
AEM,close,663,350,0.0036336723899166794,0.3174323066866958,0.018941093207597626
AEM,midday,4602,2106,0.0037587622720273717,0.18943507356661837,0.19492596775292914
AEM,open,693,207,0.008180529898311027,0.2918549884860869,-0.05489549613657396
AEMD,close,126,130,0.00038605189998527787,0.15707654076599328,0.19871479028275363
AEMD,midday,1846,829,0.00027899139728198094,0.1511628860461432,0.16431429644326057
AEMD,open,382,103,0.0007351711725411185,0.21426620811282351,-0.18056724721221684
AEO,close,674,410,7.401551852204576e-05,0.7350935480754577,0.3043198968455254
AEO,midday,6774,2876,0.00016579065659444466,0.6493097654129438,0.674540000073404
AEO,open,875,338,0.0002064362903413269,0.383154765657867,0.7008114496857857
AEP,close,787,448,0.0021267141611748075,0.6131900672697566,0.4403032106237622
AEP,midday,4956,2545,0.0031119170822808124,0.4630458727968382,0.5196244373272432
AEP,open,546,202,0.0069632670448945555,0.5102149445975857,0.14254254336606742
AEP-B,midday,923,284,0.007260158717111606,0.019718843619404503,0.04119750079139839
AEP-B,open,118,20,0.030058668678196638,0.12516486603265797,-54.37334254865295
AER,close,454,230,0.0029547181982312294,0.3790135072665848,-0.020173342960293494
AER,midday,2188,1430,0.006860931536388284,0.3032145285821354,0.22891994721591702
AER,open,166,77,0.024691863192014017,0.30432195520840716,0.2985230932187297
AERI,close,369,220,0.001269733909771921,0.11670224736228639,-0.10650225568879979
AERI,midday,2335,1188,0.0015898504412905608,0.11026499704626075,0.184877371785793
AERI,open,178,64,0.009178833582175772,0.25603085366572703,-0.14379950771753203
AES,close,745,408,6.519014127778895e-05,0.5592556162983267,0.5258503177475692
AES,midday,5287,2619,0.0001723299847416337,0.6478009029902453,0.5498126208503888
AES,open,552,302,0.0005044978036477915,0.43479582058070826,-0.5109306393999402
AESE,midday,185,63,0.003204439970318565,0.06328476336372935,0.08690444456610746
AESR,midday,46,59,0.0009506509234029669,0.5030972864301094,0.44191846515968036
AEY,midday,39,13,0.002204156011882935,0.3837618854245926,0.34786455975013253
AEYE,midday,53,17,0.01176084017491938,0.15937402889209892,0.1961712454546175
AEZS,close,33,44,9.637989353686396e-05,0.4191882836230003,0.00302497686387615
AEZS,midday,130,55,0.0006573320909475515,0.18299376821280428,-0.46364587934101986
AFG,close,441,272,0.007842949718327297,0.09267748632377523,0.011566044573634526
AFG,midday,1615,1181,0.013311095086295,0.1509515406953869,0.09068235493355925
AFG,open,180,31,0.025914097449220515,0.16694544557635754,-0.16748032559785275
AFH,midday,238,22,1.887582291383516e-05,0.03279077568513751,-0.06150956802322072
AFI,midday,679,201,0.0010179456310773793,0.32738647950078625,0.2501252997244311
AFI,open,36,21,0.0018549909876891776,0.1385439578565034,0.1668365249451801
AFIN,close,126,121,6.231475542045624e-05,0.0264643044145308,0.0591337845973996
AFIN,midday,847,431,0.0008663049863114357,0.3048098624976529,0.45627202716178883
AFIN,open,81,23,0.0007001466457744049,0.18891196443125108,0.11821824526618285
AFINP,midday,45,27,0.0030551743974336905,0.2584197899803877,-9.791216292544757
AFL,close,1034,487,0.0004832135022750949,0.706700706521349,0.6395167778468002
AFL,midday,8836,4163,0.0005128584416905193,0.6257489675984108,0.6614859596016986
AFL,open,645,387,0.0019069951154277605,0.44498870500974924,-1.62673388982713
AFLG,close,117,55,0.00043994455475483734,0.9935464544647556,0.9482810122784544
AFLG,midday,750,436,0.000573403900876716,0.9650102620189179,0.9915999707333812
AFLG,open,139,54,0.0011346903081209023,0.9740333541256918,0.7878807171876654
AFMC,close,75,25,0.0006977199857499109,0.9930847326244189,0.8580591372851851
AFMC,midday,521,306,0.0008787547314457592,0.9921311354655652,0.9915795845463559
AFMC,open,114,27,0.0015537496871784891,0.9865168456253509,0.9442556898398962
AFMD,close,121,74,0.00014821305303749815,0.7213513852475344,0.5375245543662147
AFMD,midday,1184,546,0.00019177469118905662,0.5674985212431268,0.6993282181917283
AFMD,open,125,38,0.0003569125564852296,0.43603358093879624,0.7081361237608731
AFSM,close,70,35,0.0004291721851826909,0.9867777382703242,0.9180555780574541
AFSM,midday,524,299,0.0005955710632819038,0.9865077734096044,0.9866577357189591
AFSM,open,86,22,0.0010622779128483262,0.9555694528246482,0.924279662156235
AFT,midday,42,118,0.016562851598806397,0.18340640303234265,0.077474557606937
AFTY,midday,241,135,0.005184158379842566,0.511372347573549,0.43198542315704436
AFTY,open,66,25,0.0010178933153274813,0.02150959262824877,0.16324668099608985
AFYA,close,128,78,0.005227920636970704,0.08157493473100277,-0.08974467707810407
AFYA,midday,527,313,0.004444733476594932,0.05859801780229619,-0.06393275306069546
AFYA,open,67,36,0.021419164953638017,0.5050980114648755,-0.4048590007829058
AG,close,837,391,7.748122241468381e-05,0.6481998914223742,0.42666721596158597
AG,midday,7647,3200,0.00013175877480740088,0.5086253735258169,0.5079101466269815
AG,open,756,403,0.0003260439386154832,0.5957786531831403,0.4158379986432894
AGCO,close,514,240,0.007484040788629545,0.2066814379160236,-0.06909521044395905
AGCO,midday,3258,1628,0.005359820003536849,0.05683665301866443,0.15439725462121445
AGCO,open,206,87,0.0205262579160714,0.11501062740238024,0.250958600761536
AGD,midday,43,11,0.0021669834801163862,0.023856665616606154,0.10612513735037421
AGE,midday,369,108,0.0004535464446212261,0.18975018199561702,0.10008748801643119
AGEN,close,118,180,0.0001674367674136665,0.6055616278421176,-1.1127950238944413
AGEN,midday,1336,626,0.0002302515629292539,0.5740953373238616,0.5872545717730937
AGEN,open,195,56,0.000585241970063028,0.42017893120432825,0.458918581502167
AGFS,close,37,50,0.0012859194053877598,0.40971285904093463,
AGFS,midday,119,76,0.0016239929678734948,0.2518560516767032,-0.05461335171633652
AGG,close,849,375,1.5600097992841685e-05,0.4586299858584556,0.5630869821961395
AGG,midday,7068,3619,2.76687820570888e-05,0.393803617594393,0.4297165121820422
AGG,open,839,366,6.1023033700564564e-05,0.2661288509140288,0.09299942960398144
AGGE,midday,56,128,-5.319148936170213e-05,0.005592874263900809,-0.03816083372406176
AGGP,midday,203,262,0.0022978207489257212,0.225073931003711,0.14689802858345558
