minute,bid,bidSh,ask,askSh
40020000000000,2879600,166,2879800,100
40080000000000,2879200,300,2879500,100
40140000000000,2877900,300,2878300,172
40200000000000,2879100,597,2879300,100
40260000000000,2879300,100,2879600,200
40320000000000,2880500,1200,2880800,100
40380000000000,2883600,445,2883900,20
40440000000000,2883300,215,2883500,66
40500000000000,2885700,100,2885900,350
40560000000000,2886800,100,2887000,100
40620000000000,2888300,200,2888600,100
40680000000000,2889300,300,2889600,5
40740000000000,2889000,799,2889500,100
40800000000000,2891800,100,2892000,198
40860000000000,2890600,230,2890700,100
40920000000000,2892900,300,2893200,100
40980000000000,2894400,100,2894800,100
41040000000000,2895000,227,2895200,1
41100000000000,2894900,200,2895200,1300
41160000000000,2891800,200,2892000,200
41220000000000,2893100,10,2893400,200
41280000000000,2892300,100,2892600,200
41340000000000,2891600,301,2891900,475
41400000000000,2892400,200,2892700,400
41460000000000,2893500,200,2893700,5
41520000000000,2893800,500,2894100,419
41580000000000,2893300,256,2893700,200
41640000000000,2896600,300,2896800,99
41700000000000,2897100,200,2897300,300
41760000000000,2898800,250,2899000,200
41820000000000,2899400,300,2899700,786
41880000000000,2897100,265,2897600,65
41940000000000,2896200,65,2896500,100
42000000000000,2894900,200,2895200,100
42060000000000,2893600,400,2893800,100
42120000000000,2893200,1,2893400,100
42180000000000,2892400,10,2892600,116
42240000000000,2894800,300,2895100,100
42300000000000,2896200,168,2896600,140
42360000000000,2900200,300,2900400,100
42420000000000,2899700,100,2900000,100
42480000000000,2900300,500,2900500,100
42540000000000,2902100,500,2902300,300
42600000000000,2903300,295,2903400,600
42660000000000,2902500,800,2902700,100
42720000000000,2903600,400,2903800,100
42780000000000,2904300,300,2904500,210
42840000000000,2904600,6,2904800,33
42900000000000,2906300,385,2906700,100
42960000000000,2904900,3,2905100,300
43020000000000,2905600,300,2905800,100
43080000000000,2906300,100,2906700,240
43140000000000,2905100,100,2905400,200
43200000000000,2904500,200,2904900,100
43260000000000,2904000,300,2904200,200
43320000000000,2904800,300,2905100,100
43380000000000,2907100,103,2907300,100
43440000000000,2911700,300,2912000,492
43500000000000,2913100,84,2913500,100
43560000000000,2912000,100,2912400,220
43620000000000,2913900,100,2914300,100
43680000000000,2916200,100,2916400,91
43740000000000,2915600,350,2916100,100
43800000000000,2914600,200,2915100,300
43860000000000,2914100,100,2914300,100
43920000000000,2915900,300,2916100,200
43980000000000,2914500,200,2914600,100
44040000000000,2912600,61,2912800,100
44100000000000,2914200,100,2914400,75
44160000000000,2917200,15,2917600,500
44220000000000,2915300,201,2915500,1
44280000000000,2914300,100,2914700,200
44340000000000,2911700,100,2911800,100
44400000000000,2910300,199,2910500,1
44460000000000,2909500,710,2909800,300
44520000000000,2910000,215,2910200,188
44580000000000,2910300,510,2910500,415
44640000000000,2911000,100,2911300,35
44700000000000,2912000,401,2912200,7
44760000000000,2912600,100,2912700,100
44820000000000,2914000,172,2914200,31
44880000000000,2912100,201,2912200,688
44940000000000,2911200,400,2911400,100
45000000000000,2911100,72,2911400,206
45060000000000,2913000,300,2913300,100
45120000000000,2914100,72,2914400,10
45180000000000,2915900,200,2916300,121
45240000000000,2913800,5,2914100,5
45300000000000,2914600,551,2914800,100
45360000000000,2914300,300,2914500,1
45420000000000,2916200,500,2916400,42
45480000000000,2915000,100,2915100,100
45540000000000,2914600,400,2914800,112
45600000000000,2914800,310,2914900,304
45660000000000,2914000,10,2914300,105
45720000000000,2913300,200,2913700,825
45780000000000,2914300,110,2914600,200
45840000000000,2916200,301,2916300,10
45900000000000,2915200,400,2915400,205
45960000000000,2917100,200,2917400,401
46020000000000,2917900,1,2918100,179
46080000000000,2916800,199,2916900,209
46140000000000,2913800,200,2914000,220
46200000000000,2914300,79,2914500,100
46260000000000,2915800,212,2916000,50
46320000000000,2916000,201,2916100,100
46380000000000,2916500,400,2916900,310
46440000000000,2916700,101,2916800,102
46500000000000,2916900,200,2917100,100
46560000000000,2917700,500,2918000,201
46620000000000,2913700,300,2914000,100
46680000000000,2914900,300,2915200,97
46740000000000,2915700,300,2915900,221
46800000000000,2914800,300,2915000,100
46860000000000,2915900,100,2916200,301
46920000000000,2916500,1,2916800,100
46980000000000,2916300,100,2916600,300
47040000000000,2915500,172,2915600,20
47100000000000,2913200,35,2913400,100
47160000000000,2914800,300,2915000,970
47220000000000,2913500,300,2913700,200
47280000000000,2912200,200,2912400,200
47340000000000,2911500,300,2911600,200
47400000000000,2910200,100,2910500,353
47460000000000,2911500,128,2911700,120
47520000000000,2912300,400,2912500,300
47580000000000,2912600,100,2912800,301
47640000000000,2913000,200,2913200,100
47700000000000,2912600,200,2912900,137
47760000000000,2914000,100,2914300,301
47820000000000,2915700,100,2915800,303
47880000000000,2914900,100,2915100,120
47940000000000,2913600,100,2913900,100
48000000000000,2913100,200,2913400,321
48060000000000,2912500,400,2912800,115
48120000000000,2913200,600,2913600,21
48180000000000,2914300,200,2914700,316
48240000000000,2914400,100,2914600,450
48300000000000,2914700,300,2915000,250
48360000000000,2915100,100,2915300,10
48420000000000,2917000,200,2917100,101
48480000000000,2917900,45,2918100,284
48540000000000,2916600,101,2916700,101
48600000000000,2916000,300,2916400,100
48660000000000,2916200,500,2916600,122
48720000000000,2917500,200,2917800,5
48780000000000,2917200,200,2917500,129
48840000000000,2917000,35,2917100,100
48900000000000,2916800,100,2917000,100
48960000000000,2917500,200,2917600,100
49020000000000,2919200,200,2919400,400
49080000000000,2920900,56,2921000,800
49140000000000,2921600,100,2922000,100
49200000000000,2923200,499,2923400,200
49260000000000,2922000,100,2922300,200
49320000000000,2922200,100,2922500,610
49380000000000,2922000,200,2922300,500
49440000000000,2923300,100,2923400,140
49500000000000,2924200,100,2924500,100
49560000000000,2924300,100,2924600,100
49620000000000,2923400,1674,2923700,200
49680000000000,2922500,400,2922700,201
49740000000000,2920900,149,2921100,200
49800000000000,2921200,346,2921500,179
49860000000000,2922900,100,2923400,481
49920000000000,2923700,1,2923900,100
49980000000000,2924400,284,2924700,600
50040000000000,2921900,300,2922100,100
50100000000000,2922700,227,2922900,397
50160000000000,2923800,4,2924100,269
50220000000000,2924300,223,2924500,200
50280000000000,2926000,300,2926200,610
50340000000000,2926000,97,2926100,200
50400000000000,2925700,69,2926100,200
50460000000000,2925500,500,2925800,491
50520000000000,2923600,200,2923800,200
50580000000000,2919400,100,2919700,300
50640000000000,2920700,200,2921000,384
50700000000000,2920300,100,2920600,200
50760000000000,2918800,200,2919200,100
50820000000000,2918800,275,2919200,200
50880000000000,2920500,100,2920700,10
50940000000000,2922100,400,2922300,148
51000000000000,2921400,100,2921600,199
51060000000000,2919800,300,2920100,301
51120000000000,2919800,300,2920100,150
51180000000000,2919600,300,2919900,300
51240000000000,2919300,300,2919600,284
51300000000000,2919500,100,2919700,375
51360000000000,2919500,300,2919600,220
51420000000000,2918800,100,2918900,249
51480000000000,2919400,200,2919600,200
51540000000000,2920400,400,2920500,430
51600000000000,2921300,100,2921400,100
51660000000000,2920700,600,2920800,301
51720000000000,2919400,300,2919800,200
51780000000000,2920700,600,2920800,100
51840000000000,2920800,200,2921000,1000
51900000000000,2919500,100,2919700,284
51960000000000,2919700,184,2919900,184
52020000000000,2918800,185,2919000,400
52080000000000,2916900,100,2917100,300
52140000000000,2916600,100,2916900,200
52200000000000,2916800,6,2917100,100
52260000000000,2914000,13,2914200,400
52320000000000,2913200,300,2913500,200
52380000000000,2913300,900,2913400,400
52440000000000,2914000,200,2914300,100
52500000000000,2913400,207,2913700,300
52560000000000,2914600,100,2914800,309
52620000000000,2915100,200,2915200,300
52680000000000,2911000,9,2911300,185
52740000000000,2913100,300,2913300,300
52800000000000,2914100,200,2914400,50
52860000000000,2914500,600,2914700,352
52920000000000,2915600,230,2915900,2
52980000000000,2917000,100,2917200,4
53040000000000,2917200,461,2917400,297
53100000000000,2916400,147,2916600,100
53160000000000,2914300,200,2914700,200
53220000000000,2914700,100,2914900,269
53280000000000,2915200,102,2915400,100
53340000000000,2916200,300,2916400,100
53400000000000,2916600,10,2916700,100
53460000000000,2917500,118,2917700,200
53520000000000,2916700,200,2917000,200
53580000000000,2916200,200,2916500,100
53640000000000,2914400,300,2914700,102
53700000000000,2914400,400,2914600,201
53760000000000,2915800,100,2916000,200
53820000000000,2915800,600,2916000,344
53880000000000,2915800,340,2916000,259
53940000000000,2914700,506,2914900,200
54000000000000,2912900,206,2913100,100
54060000000000,2913400,400,2913600,100
54120000000000,2913100,400,2913300,200
54180000000000,2911200,62,2911400,195
54240000000000,2912200,200,2912400,108
54300000000000,2913700,100,2913900,11
54360000000000,2914700,100,2915000,226
54420000000000,2913800,88,2914100,284
54480000000000,2913800,388,2914100,101
54540000000000,2913100,100,2913300,200
54600000000000,2911700,113,2911900,380
54660000000000,2912500,100,2912700,221
54720000000000,2912500,200,2912700,100
54780000000000,2913000,600,2913300,33
54840000000000,2912800,381,2912900,100
54900000000000,2912300,105,2912500,355
54960000000000,2913600,200,2913800,100
55020000000000,2914800,116,2915100,300
55080000000000,2914600,40,2914900,234
55140000000000,2915500,200,2915800,121
55200000000000,2915100,513,2915200,110
55260000000000,2915900,500,2916000,121
55320000000000,2918200,300,2918500,266
55380000000000,2919000,301,2919400,105
55440000000000,2917700,400,2917900,200
55500000000000,2918000,400,2918100,102
55560000000000,2918500,301,2918700,200
55620000000000,2918300,238,2918500,113
55680000000000,2919200,400,2919500,601
55740000000000,2922400,840,2922500,11797
55800000000000,2922500,100,2922800,100
55860000000000,2923500,100,2923600,290
55920000000000,2923600,100,2923800,100
55980000000000,2923700,423,2924000,296
56040000000000,2922300,39,2922400,100
56100000000000,2921400,636,2921700,64
56160000000000,2923300,400,2923900,402
56220000000000,2924400,307,2924600,21
56280000000000,2923700,219,2923800,200
56340000000000,2922900,331,2923000,21
56400000000000,2923500,15,2923700,328
56460000000000,2921800,190,2921900,326
56520000000000,2922100,215,2922200,200
56580000000000,2921500,589,2921700,36
56640000000000,2920200,300,2920700,200
56700000000000,2920400,315,2920500,85
56760000000000,2920400,215,2920600,5
56820000000000,2920000,700,2920300,200
56880000000000,2919300,100,2919600,403
56940000000000,2919800,1100,2920000,623
57000000000000,2920700,14,2920900,399
57060000000000,2917600,10,2917800,200
57120000000000,2916400,100,2916600,50
57180000000000,2916100,320,2916400,323
57240000000000,2916500,400,2916700,85
57300000000000,2916000,216,2916400,414
57360000000000,2914300,15,2914400,200
57420000000000,2914700,10,2914900,300
57480000000000,2914400,151,2914500,100
57540000000000,2913700,203,2913900,100
57600000000000,2916300,7188,2917300,200
